codigo,descricao,quantidade,local,data_hora,responsavel,observacao
813265,Carcaça New BV superior,52,Furadeiras,04/11/2025 00:00:00,,
813037,Engrenagem DZ antiga,6,Roginei,04/11/2025 00:00:00,,
813096,Engrenagem ext DZ nova,32,Roginei,04/11/2025 00:00:00,,
813053,Acoplamento BV,628,,04/11/2025 00:00:00,,
813251,Sem fim alumínio,332,,04/11/2025 00:00:00,,
813281,Suporte orelha do BV,2,,04/11/2025 00:00:00,,
813262,Acoplamento New BV,90,Acionamento,07/11/2025 00:00:00,,
813271,Carcaça BV3 inferior,16,Furadeiras e Pivo,07/11/2025 00:00:00,,
813270,Carcaça BV3 superior,8,Furadeiras e Pivo,07/11/2025 00:00:00,,
813259,Carcaça New BV com encoder,3,Furadeiras,07/11/2025 00:00:00,,
813265,Carcaça New BV superior,71,Furadeiras,07/11/2025 00:00:00,,
813096,Engrenagem ext DZ nova,22,Roginei,07/11/2025 00:00:00,,
813281,Suporte orelha do BV,14,Pivo,07/11/2025 00:00:00,,
813262,Acoplamento New BV,11,Pivo,14/11/2025 00:00:00,,
813271,Carcaça BV3 inferior,71,"Furadeiras, BV, Pivo",14/11/2025 00:00:00,,
813270,Carcaça BV3 superior,30,"Furadeiras, BV, Pivo",14/11/2025 00:00:00,,
813310,Cilindro da chave,17,Pivo,14/11/2025 00:00:00,,
813096,Engrenagem ext DZ nova,27,Roginei,14/11/2025 00:00:00,,
813281,Suporte orelha do BV,22,Pivo,14/11/2025 00:00:00,,
813270,Carcaça BV3 superior,2,Pivo,19/11/2025 00:00:00,,
813273,Carcaça BV4 inferior,10,Pivo,19/11/2025 00:00:00,,
813310,Cilindro da chave,9,Pivo,19/11/2025 00:00:00,,
813146,Gomo alumínio,977,Cremalheiras,19/11/2025 00:00:00,,
813251,Sem fim alumínio,404,Julio,19/11/2025 00:00:00,,
813281,Suporte orelha do BV,9,Pivo,19/11/2025 00:00:00,,
813271,Carcaça BV3 inferior,7,Pivo,24/11/2025 00:00:00,,
813270,Carcaça BV3 superior,25,Pivo e Furadeiras,24/11/2025 00:00:00,,
813259,Carcaça New BV com encoder,3,Furadeiras e New bv,24/11/2025 00:00:00,,
813258,Carcaça New BV inferior,1,Nbv,24/11/2025 00:00:00,,
813310,Cilindro da chave,12,Pivo,24/11/2025 00:00:00,,
813096,Engrenagem ext DZ nova,7,Roginei,24/11/2025 00:00:00,,
813146,Gomo alumínio,89,Cremalheiras,24/11/2025 00:00:00,,
813281,Suporte orelha do BV,9,Pivo,24/11/2025 00:00:00,,
813038,Base da central BV,1,BV,24/11/2025 00:00:00,,
813054,Mancal inferior BV,3,Pivo,24/11/2025 00:00:00,,
813033,Tampa da ventoinha,4,Pivo e BV,24/11/2025 00:00:00,,
813180,Tampa do Pivo,10,Pivo,24/11/2025 00:00:00,,
813034,Tampa do redutor,1,BV,24/11/2025 00:00:00,,
813025,Ventoinha,17,Pivo e BV,24/11/2025 00:00:00,,
804542,Base inf PP deslizante,5,Pivo,24/11/2025 00:00:00,,
813262,Acoplamento New BV,2,Zé,04/12/2025 00:00:00,,
813521,Borboleta,7,Pivo,04/12/2025 00:00:00,,
813271,Carcaça BV3 inferior,45,Pivo e BV,04/12/2025 00:00:00,,
813270,Carcaça BV3 superior,35,Pivo e BV,04/12/2025 00:00:00,,
813265,Carcaça New BV superior,1,NBV,04/12/2025 00:00:00,,
813310,Cilindro da chave,50,Pivo,04/12/2025 00:00:00,,
813096,Engrenagem ext DZ nova,79,Roginei,04/12/2025 00:00:00,,
813281,Suporte orelha do BV,29,Pivo,04/12/2025 00:00:00,,
813009,Alavanca,101,Cirley,06/12/2025 00:00:00,,
813249,Cilindro Nylon,47,Cirley,06/12/2025 00:00:00,,
813250,Chavinha,49,Cirley,06/12/2025 00:00:00,,
813033,Tampa da ventoinha,5,Pivo,06/12/2025 00:00:00,,
813256,Tampa do New BV,1,Pivo,06/12/2025 00:00:00,,
813025,Ventoinha,22,Pivo,06/12/2025 00:00:00,,
813262,Acoplamento New BV,21,Zé,16/12/2025 00:00:00,,
813521,Borboleta,2,Pivo,16/12/2025 00:00:00,,
813271,Carcaça BV3 inferior,19,Furadeiras,16/12/2025 00:00:00,,
813270,Carcaça BV3 superior,19,Furadeiras,16/12/2025 00:00:00,,
813259,Carcaça New BV com encoder,3,Furadeiras,16/12/2025 00:00:00,,
813258,Carcaça New BV inferior,2,Furadeiras e New bv,16/12/2025 00:00:00,,
813265,Carcaça New BV superior,130,Furadeiras e New bv,16/12/2025 00:00:00,,
813310,Cilindro da chave,44,Pivo,16/12/2025 00:00:00,,
813037,Engrenagem DZ antiga,1,Roginei,16/12/2025 00:00:00,,
813096,Engrenagem ext DZ nova,26,Roginei,16/12/2025 00:00:00,,
813251,Sem fim alumínio,404,Julio,16/12/2025 00:00:00,,
813281,Suporte orelha do BV,24,Pivo,16/12/2025 00:00:00,,
813265,Carcaça New BV superior,129,Furadeiras,18/12/2025 00:00:00,,
813262,Acoplamento New BV,8,Pivo,06/01/2026 00:00:00,,
813271,Carcaça BV3 inferior,29,Furadeiras e Pivo,06/01/2026 00:00:00,,
813270,Carcaça BV3 superior,10,Furadeiras e Pivo,06/01/2026 00:00:00,,
813258,Carcaça New BV inferior,2,Furadeiras,06/01/2026 00:00:00,,
813265,Carcaça New BV superior,17,Furadeiras,06/01/2026 00:00:00,,
813310,Cilindro da chave,35,Pivo,06/01/2026 00:00:00,,
813037,Engrenagem DZ antiga,4,Roginei,06/01/2026 00:00:00,,
813096,Engrenagem ext DZ nova,87,Roginei,06/01/2026 00:00:00,,
813243,Engrenagem ext industrial,2,Roginei,06/01/2026 00:00:00,,
813281,Suporte orelha do BV,29,Pivo,06/01/2026 00:00:00,,
813270,Carcaça BV3 superior,4,Furadeiras,13/01/2026 00:00:00,,
813273,Carcaça BV4 inferior,6,Furadeiras,13/01/2026 00:00:00,,
813258,Carcaça New BV inferior,7,Furadeiras,13/01/2026 00:00:00,,
813265,Carcaça New BV superior,5,Furadeiras,13/01/2026 00:00:00,,
813096,Engrenagem ext DZ nova,143,Roginei,13/01/2026 00:00:00,,
813251,Sem fim alumínio,405,Júlio,13/01/2026 00:00:00,,
813257,Base da central NBV,51,NBV,30/01/2026 00:00:00,,
813094,Engrenagem 1 entrada nylon,11,Engrenagem,30/01/2026 00:00:00,,
804247,Base  da central DZ,2,DZ,30/01/2026 00:00:00,,
813033,Tampa da ventoinha,12,BV/PIVO,30/01/2026 00:00:00,,
813179,Tampa do BV,1,BV,30/01/2026 00:00:00,,
813180,Tampa do Pivo,4,PIVO,30/01/2026 00:00:00,,
813034,Tampa do redutor,51,BV,30/01/2026 00:00:00,,
813025,Ventoinha,39,BV/PIVO,30/01/2026 00:00:00,,
813024,Tampa preta DZ,1,DZ,30/01/2026 00:00:00,,
813262,Acoplamento New BV,84,Zé,30/01/2026 00:00:00,,
813245,Alavanca industrial,10,Sirley,30/01/2026 00:00:00,,
813271,Carcaça BV3 inferior,25,Furadeiras,30/01/2026 00:00:00,,
813270,Carcaça BV3 superior,19,Furadeiras,30/01/2026 00:00:00,,
813259,Carcaça New BV com encoder,3,Furadeiras,30/01/2026 00:00:00,,
813258,Carcaça New BV inferior,6,Furadeiras,30/01/2026 00:00:00,,
813265,Carcaça New BV superior,10,Furadeiras,30/01/2026 00:00:00,,
813310,Cilindro da chave,15,Pivo,30/01/2026 00:00:00,,
813037,Engrenagem DZ antiga,2,Roginei,30/01/2026 00:00:00,,
813096,Engrenagem ext DZ nova,33,Roginei,30/01/2026 00:00:00,,
813146,Gomo alumínio,1257,Cremalheiras,30/01/2026 00:00:00,,
813281,Suporte orelha do BV,24,Adriano,30/01/2026 00:00:00,,
813262,Acoplamento New BV,60,b,10/02/2026 00:00:00,,
813521,Borboleta,60,Furadeiras e Pivo,10/02/2026 00:00:00,,
813271,Carcaça BV3 inferior,49,Furadeiras/BV/PV,10/02/2026 00:00:00,,
813270,Carcaça BV3 superior,43,Furadeiras/BV/PV,10/02/2026 00:00:00,,
813273,Carcaça BV4 inferior,61,Furadeiras,10/02/2026 00:00:00,,
813272,Carcaça BV4 superior,69,Furadeiras,10/02/2026 00:00:00,,
813259,Carcaça New BV com encoder,1,Furadeiras,10/02/2026 00:00:00,,
813258,Carcaça New BV inferior,4,Furadeiras,10/02/2026 00:00:00,,
813265,Carcaça New BV superior,17,Furadeiras,10/02/2026 00:00:00,,
813310,Cilindro da chave,48,Furadeiras e Pivo,10/02/2026 00:00:00,,
813037,Engrenagem DZ antiga,8,Roginei,10/02/2026 00:00:00,,
813096,Engrenagem ext DZ nova,234,Roginei,10/02/2026 00:00:00,,
813243,Engrenagem ext industrial,1,Roginei,10/02/2026 00:00:00,,
813281,Suporte orelha do BV,105,Furadeiras e Pivo,10/02/2026 00:00:00,,
813262,Acoplamento New BV,55,Acionamento,17/02/2026 00:00:00,,
813521,Borboleta,2,Adriano,17/02/2026 00:00:00,,
813271,Carcaça BV3 inferior,51,"Carcaças, BV, Pivo",17/02/2026 00:00:00,,
813270,Carcaça BV3 superior,14,Carcaças,17/02/2026 00:00:00,,
813259,Carcaça New BV com encoder,26,Carcaças,17/02/2026 00:00:00,,
813258,Carcaça New BV inferior,121,Carcaças,17/02/2026 00:00:00,,
813265,Carcaça New BV superior,15,Adriano,17/02/2026 00:00:00,,
813310,Cilindro da chave,13,Roginei,17/02/2026 00:00:00,,
813096,Engrenagem ext DZ nova,192,Roginei,17/02/2026 00:00:00,,
813243,Engrenagem ext industrial,2,Júlio,17/02/2026 00:00:00,,
813251,Sem fim alumínio,640,Adriano,17/02/2026 00:00:00,,
813281,Suporte orelha do BV,9,Células,17/02/2026 00:00:00,,
512001,Motor P17 127V DZ,32,Células,17/02/2026 00:00:00,,
512002,Motor P17 220V DZ,21,Células,17/02/2026 00:00:00,,
512004,Motor P28 127V DZ,5,Células,17/02/2026 00:00:00,,
512005,Motor P28 220V DZ,6,Células,17/02/2026 00:00:00,,
512008,Motor P33 220V DZ,5,Células,17/02/2026 00:00:00,,
512023,Motor P80 220V IND,2,Células,17/02/2026 00:00:00,,
813262,Acoplamento New BV,24,Acionamento,02/03/2026 00:00:00,,
813521,Borboleta,1,Pivo,02/03/2026 00:00:00,,
813271,Carcaça BV3 inferior,85,Furadeiras e pivo,02/03/2026 00:00:00,,
813270,Carcaça BV3 superior,59,Furadeiras e pivo,02/03/2026 00:00:00,,
813259,Carcaça New BV com encoder,42,Furadeiras e nbv,02/03/2026 00:00:00,,
813258,Carcaça New BV inferior,7,Furadeiras e nbv,02/03/2026 00:00:00,,
813265,Carcaça New BV superior,120,Furadeiras e nbv,02/03/2026 00:00:00,,
813310,Cilindro da chave,12,Pivo,02/03/2026 00:00:00,,
813281,Suporte orelha do BV,2,Pivo,02/03/2026 00:00:00,,
813053,Acoplamento BV,45,Acionamento,05/03/2026 00:00:00,,
813521,Borboleta,1,Pivo,05/03/2026 00:00:00,,
813271,Carcaça BV3 inferior,41,Pivo e Furadeiras,05/03/2026 00:00:00,,
813270,Carcaça BV3 superior,4,Pivo e Furadeiras,05/03/2026 00:00:00,,
813259,Carcaça New BV com encoder,2,New BV e furadeiras,05/03/2026 00:00:00,,
813265,Carcaça New BV superior,97,Furadeiras,05/03/2026 00:00:00,,
813310,Cilindro da chave,12,Pivo,05/03/2026 00:00:00,,
813096,Engrenagem ext DZ nova,173,Roginei,05/03/2026 00:00:00,,
813251,Sem fim alumínio,431,Júlio,05/03/2026 00:00:00,,
813281,Suporte orelha do BV,9,Pivo,05/03/2026 00:00:00,,
813262,Acoplamento New BV,91,Furadeira/Acionamento,16/03/2026 00:00:00,,
813153,Base superior Industrial,1,Dz,16/03/2026 00:00:00,,
813271,Carcaça BV3 inferior,56,pivo/bv/furadeira,16/03/2026 00:00:00,,
813270,Carcaça BV3 superior,50,pivo/bv/furadeira,16/03/2026 00:00:00,,
813265,Carcaça New BV superior,40,Furadeira,16/03/2026 00:00:00,,
813310,Cilindro da chave,56,Pivo/Furadeira,16/03/2026 00:00:00,,
813096,Engrenagem ext DZ nova,5,Engrenagem,16/03/2026 00:00:00,,
813243,Engrenagem ext industrial,1,Engrenagem,16/03/2026 00:00:00,,
813146,Gomo alumínio,4,Cremalheiras,16/03/2026 00:00:00,,
813251,Sem fim alumínio,150,Julio/Furadeira,16/03/2026 00:00:00,,
813281,Suporte orelha do BV,2,Pivo,16/03/2026 00:00:00,,
813262,Acoplamento New BV,17,Acionamento,17/03/2026 00:00:00,,
813199,Base de alumínio DZ,23,,17/03/2026 00:00:00,,
813521,Borboleta,20,Kit,17/03/2026 00:00:00,,
813271,Carcaça BV3 inferior,283,Pivo/Furadeira,17/03/2026 00:00:00,,
813270,Carcaça BV3 superior,23,Pivo/Furadeira,17/03/2026 00:00:00,,
813310,Cilindro da chave,83,Pivo,17/03/2026 00:00:00,,
813096,Engrenagem ext DZ nova,1,Engrenagem,17/03/2026 00:00:00,,
,Chave do destravamento,22,,17/03/2026 00:00:00,,
813251,Sem fim alumínio,50,Julio,17/03/2026 00:00:00,,
813281,Suporte orelha do BV,16,Kit/Pivo,17/03/2026 00:00:00,,
813262,Acoplamento New BV,7,Acionamento,23/03/2026 00:00:00,,
813271,Carcaça BV3 inferior,251,Pivo e Furadeiras,23/03/2026 00:00:00,,
813270,Carcaça BV3 superior,131,Pivo e Furadeiras,23/03/2026 00:00:00,,
813259,Carcaça New BV com encoder,4,New BV e furadeiras,23/03/2026 00:00:00,,
813258,Carcaça New BV inferior,5,NBV,23/03/2026 00:00:00,,
813265,Carcaça New BV superior,3,NBV,23/03/2026 00:00:00,,
813310,Cilindro da chave,77,PV,23/03/2026 00:00:00,,
811775,Caixa New BV,20,NBV,23/03/2026 00:00:00,,
813281,Suporte orelha do BV,6,PV,23/03/2026 00:00:00,,
813262,Acoplamento New BV,7,Acionamento,25/03/2026 00:00:00,,
813171,Base do Pivo,5,Pivo e Pre montagem,25/03/2026 00:00:00,,
813271,Carcaça BV3 inferior,82,Pivo e Furadeiras,25/03/2026 00:00:00,,
813270,Carcaça BV3 superior,201,Pivo e Furadeiras,25/03/2026 00:00:00,,
813259,Carcaça New BV com encoder,2,Furadeiras,25/03/2026 00:00:00,,
813265,Carcaça New BV superior,2,Furadeiras,25/03/2026 00:00:00,,
813310,Cilindro da chave,27,,25/03/2026 00:00:00,,
804326,Base Pivo New,2,Pre montagem placa,25/03/2026 00:00:00,,
811775,Caixa New BV,18,NBV,25/03/2026 00:00:00,,
813281,Suporte orelha do BV,16,PV,25/03/2026 00:00:00,,
813180,Tampa do Pivo,6,Pre montagem placa,25/03/2026 00:00:00,,
804327,Tampa Pivo New,14,Pre montagem placa,25/03/2026 00:00:00,,
813262,Acoplamento New BV,14,Acionamento,06/04/2026 00:00:00,,
813521,Borboleta,3,PV,06/04/2026 00:00:00,,
813271,Carcaça BV3 inferior,36,PV,06/04/2026 00:00:00,,
813270,Carcaça BV3 superior,98,PV,06/04/2026 00:00:00,,
813310,Cilindro da chave,122,PV,06/04/2026 00:00:00,,
813096,Engrenagem ext DZ nova,33,Roginei,06/04/2026 00:00:00,,
813243,Engrenagem ext industrial,1,Roginei,06/04/2026 00:00:00,,
813281,Suporte orelha do BV,58,PV,06/04/2026 00:00:00,,
813262,Acoplamento New BV,15,Furadeiras e acionamento,20/04/2026 00:00:00,,
813271,Carcaça BV3 inferior,28,PV/BV/Furadeiras,20/04/2026 00:00:00,,
813270,Carcaça BV3 superior,15,PV/BV/Furadeiras,20/04/2026 00:00:00,,
813258,Carcaça New BV inferior,1,NBV,20/04/2026 00:00:00,,
813310,Cilindro da chave,159,PV,20/04/2026 00:00:00,,
813037,Engrenagem DZ antiga,1,Roginei,20/04/2026 00:00:00,,
813096,Engrenagem ext DZ nova,79,Roginei,20/04/2026 00:00:00,,
813243,Engrenagem ext industrial,1,Roginei,20/04/2026 00:00:00,,
813146,Gomo alumínio,588,Cremalheiras,20/04/2026 00:00:00,,
813251,Sem fim alumínio,495,Furadeiras,20/04/2026 00:00:00,,
813281,Suporte orelha do BV,53,PV,20/04/2026 00:00:00,,
813262,Acoplamento New BV,4,Kit,27/04/2026 00:00:00,,
813199,Base de alumínio DZ,56,Dz,27/04/2026 00:00:00,,
813521,Borboleta,2,PV,27/04/2026 00:00:00,,
813271,Carcaça BV3 inferior,37,PV/BV/Furadeiras,27/04/2026 00:00:00,,
813270,Carcaça BV3 superior,42,PV/BV/Furadeiras,27/04/2026 00:00:00,,
813310,Cilindro da chave,26,PV,27/04/2026 00:00:00,,
701154,Eixo DZ antigo,14,Roginei,27/04/2026 00:00:00,,
813525,Eixo DZ novo,30,Roginei,27/04/2026 00:00:00,,
813096,Engrenagem ext DZ nova,4,Roginei,27/04/2026 00:00:00,,
813100,Engrenagem Zamac 1 Entrada,60,Roginei,27/04/2026 00:00:00,,
813278,Engrenagem zamac BV/Pivo,9,Roginei,27/04/2026 00:00:00,,
813253,Sem fim 1 entrada aço,484,Júlio,27/04/2026 00:00:00,,
813255,Sem fim 2 entradas aço,180,Júlio,27/04/2026 00:00:00,,
813281,Suporte orelha do BV,30,PV,27/04/2026 00:00:00,,
813306,Suporte orelha New BV,4,Kit,27/04/2026 00:00:00,,
813099,Zamac 2 entradas com imã,91,Roginei,27/04/2026 00:00:00,,
813372,Sem fim industrial/strong,10,Júlio,27/04/2026 00:00:00,,
813262,Acoplamento New BV,53,PV/furadeiras,06/05/2026 00:00:00,,
813009,Alavanca,264,,06/05/2026 00:00:00,,
813038,Base da central BV,3,,06/05/2026 00:00:00,,
813171,Base do Pivo,3,,06/05/2026 00:00:00,,
804542,Base inf PP deslizante,18,,06/05/2026 00:00:00,,
813241,Base Inferior Industrial,7,DZ,06/05/2026 00:00:00,,
813257,Base da central NBV,10,,06/05/2026 00:00:00,,
804123,Base superior do controle c/logo,47,Mesa,06/05/2026 00:00:00,,
813153,Base superior Industrial,3,DZ,06/05/2026 00:00:00,,
813521,Borboleta,511,,06/05/2026 00:00:00,,
813271,Carcaça BV3 inferior,53,PV/BV/Furadeiras,06/05/2026 00:00:00,,
813270,Carcaça BV3 superior,77,PV/BV/Furadeiras,06/05/2026 00:00:00,,
813258,Carcaça New BV inferior,1,NBV,06/05/2026 00:00:00,,
813310,Cilindro da chave,3,PV,06/05/2026 00:00:00,,
813249,Cilindro Nylon,30,,06/05/2026 00:00:00,,
813280,Cruzeta,60,,06/05/2026 00:00:00,,
813529,Disco do encoder Fêmea,144,,06/05/2026 00:00:00,,
813094,Engrenagem 1 entrada nylon,6,,06/05/2026 00:00:00,,
701157,Engrenagem interna industrial,7,,06/05/2026 00:00:00,,
813080,Gomo plástico,208,Cremalheiras,06/05/2026 00:00:00,,
813054,Mancal inferior BV,15,,06/05/2026 00:00:00,,
813293,Miolo do cilindro de plástico,46,,06/05/2026 00:00:00,,
813316,Porca fêmea,30,,06/05/2026 00:00:00,,
813315,Porca macho,5,,06/05/2026 00:00:00,,
813294,Porca plástico,37,,06/05/2026 00:00:00,,
813251,Sem fim alumínio,144,Júlio,06/05/2026 00:00:00,,
813331,Suporte do imã grande,28,,06/05/2026 00:00:00,,
813281,Suporte orelha do BV,50,PV,06/05/2026 00:00:00,,
804248,Tampa da central,4,,06/05/2026 00:00:00,,
804426,Tampa da central inversora,1,,06/05/2026 00:00:00,,
813033,Tampa da ventoinha,68,,06/05/2026 00:00:00,,
813256,Tampa do New BV,6,,06/05/2026 00:00:00,,
813180,Tampa do Pivo,4,,06/05/2026 00:00:00,,
813034,Tampa do redutor,10,,06/05/2026 00:00:00,,
813024,Tampa preta DZ,3,,06/05/2026 00:00:00,,
813025,Ventoinha,142,,06/05/2026 00:00:00,,
813263,Rolamento plástico,42,,06/05/2026 00:00:00,,
813410,Bucha de centragem DZ,16,,06/05/2026 00:00:00,,
813409,Tampa do dz,57,,06/05/2026 00:00:00,,
813317,Mancal superior PV,15,,06/05/2026 00:00:00,,
813036,Tampa cinza,3,,06/05/2026 00:00:00,,
813610,Porca 6 entradas NBV Nova,53,,06/05/2026 00:00:00,,
804554,Porca 5 entradas Nova,39,,06/05/2026 00:00:00,,
813517,Porca Universal,6,,06/05/2026 00:00:00,,
813175,Porca 4 entradas,8,,06/05/2026 00:00:00,,
813176,Porca 5 entradas Antiga,31,,06/05/2026 00:00:00,,
813248,Tampa Grafite,2,,06/05/2026 00:00:00,,
813151,Base DZ inferior Nylon,2,,06/05/2026 00:00:00,,
804261,Base DZ superior Nylon C/Encoder,10,,06/05/2026 00:00:00,,
804430,Copo do rolamento,146,,06/05/2026 00:00:00,,
813262,Acoplamento New BV,3,PV/furadeiras,18/05/2026 00:00:00,,
813009,Alavanca,16,,18/05/2026 00:00:00,,
813199,Base de alumínio DZ,89,DZ,18/05/2026 00:00:00,,
804542,Base inf PP deslizante,3,DZ,18/05/2026 00:00:00,,
804326,Base Pivo New,1,,18/05/2026 00:00:00,,
813521,Borboleta,10,PV,18/05/2026 00:00:00,,
813271,Carcaça BV3 inferior,128,PV/BV/Furadeiras,18/05/2026 00:00:00,,
813270,Carcaça BV3 superior,100,PV/BV/Furadeiras,18/05/2026 00:00:00,,
813310,Cilindro da chave,3,PV,18/05/2026 00:00:00,,
813529,Disco do encoder Fêmea,4,,18/05/2026 00:00:00,,
813094,Engrenagem 1 entrada nylon,1,,18/05/2026 00:00:00,,
813096,Engrenagem ext DZ nova,44,Roginei,18/05/2026 00:00:00,,
813100,Engrenagem Zamac 1 Entrada,1,,18/05/2026 00:00:00,,
813080,Gomo plástico,181,Cremalheiras,18/05/2026 00:00:00,,
813293,Miolo do cilindro de plástico,20,,18/05/2026 00:00:00,,
813316,Porca fêmea,14,Acionamento,18/05/2026 00:00:00,,
813315,Porca macho,1,Acionamento,18/05/2026 00:00:00,,
813251,Sem fim alumínio,128,Júlio,18/05/2026 00:00:00,,
813281,Suporte orelha do BV,58,PV,18/05/2026 00:00:00,,
813033,Tampa da ventoinha,3,,18/05/2026 00:00:00,,
813256,Tampa do New BV,1,NBV,18/05/2026 00:00:00,,
813034,Tampa do redutor,1,BV,18/05/2026 00:00:00,,
804327,Tampa Pivo New,25,PV,18/05/2026 00:00:00,,
804247,Base  da central DZ,1,DZ,18/05/2026 00:00:00,,
813025,Ventoinha,73,PV/BV,18/05/2026 00:00:00,,
804246,Base DZ superior Nylon,3,,18/05/2026 00:00:00,,
813151,Base DZ inferior Nylon,2,,18/05/2026 00:00:00,,
804540,Base Superior PP DZ,3,,18/05/2026 00:00:00,,
813521,Borboleta,6,PV,20/05/2026 00:00:00,,
813271,Carcaça BV3 inferior,83,PV/BV/Furadeiras,20/05/2026 00:00:00,,
813270,Carcaça BV3 superior,48,PV/BV/Furadeiras,20/05/2026 00:00:00,,
813258,Carcaça New BV inferior,6,Furadeiras,20/05/2026 00:00:00,,
813310,Cilindro da chave,3,PV,20/05/2026 00:00:00,,
813249,Cilindro Nylon,9,PV,20/05/2026 00:00:00,,
701154,Eixo DZ antigo,2,,20/05/2026 00:00:00,,
813525,Eixo DZ novo,11,,20/05/2026 00:00:00,,
813096,Engrenagem ext DZ nova,25,,20/05/2026 00:00:00,,
813100,Engrenagem Zamac 1 Entrada,25,,20/05/2026 00:00:00,,
813146,Gomo alumínio,405,Cremalheiras,20/05/2026 00:00:00,,
813251,Sem fim alumínio,130,Júlio,20/05/2026 00:00:00,,
813281,Suporte orelha do BV,40,PV,20/05/2026 00:00:00,,
813623,Batente alumínio (novo),403,,20/05/2026 00:00:00,,
813278,Engrenagem zamac BV/Pivo,105,,20/05/2026 00:00:00,,
813099,Zamac 2 entradas com imã,2,,20/05/2026 00:00:00,,
813619,Eixo estampado PV,2,,20/05/2026 00:00:00,,
813521,Borboleta,8,PV/BV,22/05/2026 00:00:00,,
813271,Carcaça BV3 inferior,89,PV/BV/Furadeiras,22/05/2026 00:00:00,,
813270,Carcaça BV3 superior,56,PV/BV/Furadeiras,22/05/2026 00:00:00,,
813259,Carcaça New BV com encoder,2,NBV,22/05/2026 00:00:00,,
813258,Carcaça New BV inferior,94,Furadeiras,22/05/2026 00:00:00,,
813310,Cilindro da chave,39,Kit,22/05/2026 00:00:00,,
813096,Engrenagem ext DZ nova,3,,22/05/2026 00:00:00,,
813281,Suporte orelha do BV,5,PV,22/05/2026 00:00:00,,
813306,Suporte orelha New BV,2,Kit,22/05/2026 00:00:00,,
804247,Base  da central DZ,118,DZ,22/05/2026 00:00:00,,
813311,Chave PV alumínio,12,,22/05/2026 00:00:00,,
813248,Tampa Grafite,59,,22/05/2026 00:00:00,,
813262,Acoplamento New BV,3,Acionamento,28/05/2026 00:00:00,,
813009,Alavanca,14,,28/05/2026 00:00:00,,
813153,Base superior Industrial,1,,28/05/2026 00:00:00,,
813521,Borboleta,3,PV,28/05/2026 00:00:00,,
813271,Carcaça BV3 inferior,80,PV/BV/Furadeiras,28/05/2026 00:00:00,,
813270,Carcaça BV3 superior,69,PV/BV/Furadeiras,28/05/2026 00:00:00,,
804508,Engrenagem BV/PIVO,2,,28/05/2026 00:00:00,,
813096,Engrenagem ext DZ nova,25,,28/05/2026 00:00:00,,
813316,Porca fêmea,18,Acionamento,28/05/2026 00:00:00,,
813251,Sem fim alumínio,49,Júlio,28/05/2026 00:00:00,,
813281,Suporte orelha do BV,35,PV,28/05/2026 00:00:00,,
813033,Tampa da ventoinha,3,BV/PIVO,28/05/2026 00:00:00,,
813179,Tampa do BV,1,BV,28/05/2026 00:00:00,,
804247,Base  da central DZ,1,DZ,28/05/2026 00:00:00,,
813025,Ventoinha,6,BV/PIVO,28/05/2026 00:00:00,,
813249,Cilindro Nylon,1,DZ,28/05/2026 00:00:00,,
813317,Mancal superior PV,15,Acionamento,28/05/2026 00:00:00,,
813260,Calço estator NBV,35,,28/05/2026 00:00:00,,
804142,Base superior controle branco AGL,8,Mesa,28/05/2026 00:00:00,,
Base de encoder industrial,Base de encoder industrial,30,Mesa,28/05/2026 00:00:00,,
813009,Alavanca,15,Yasmin,08/06/2026 00:00:00,,
813245,Alavanca industrial,18,Yasmin,08/06/2026 00:00:00,,
813257,Base da central NBV,1,NBV,08/06/2026 00:00:00,,
813271,Carcaça BV3 inferior,74,BV/PV/FURADEIRAS,08/06/2026 00:00:00,,
813270,Carcaça BV3 superior,94,BV/PV/FURADEIRAS,08/06/2026 00:00:00,,
813259,Carcaça New BV com encoder,9,NBV,08/06/2026 00:00:00,,
813258,Carcaça New BV inferior,12,NBV,08/06/2026 00:00:00,,
813265,Carcaça New BV superior,19,NBV,08/06/2026 00:00:00,,
813529,Disco do encoder Fêmea,10,Roginei,08/06/2026 00:00:00,,
813096,Engrenagem ext DZ nova,32,Roginei,08/06/2026 00:00:00,,
813146,Gomo alumínio,439,Cremalheiras,08/06/2026 00:00:00,,
813080,Gomo plástico,28,Cremalheiras,08/06/2026 00:00:00,,
813317,Mancal superior PV,13,Acionamento,08/06/2026 00:00:00,,
813293,Miolo do cilindro de plástico,13,Yasmin,08/06/2026 00:00:00,,
813316,Porca fêmea,10,Acionamento,08/06/2026 00:00:00,,
813251,Sem fim alumínio,89,Júlio,08/06/2026 00:00:00,,
813033,Tampa da ventoinha,3,BV,08/06/2026 00:00:00,,
813179,Tampa do BV,1,BV,08/06/2026 00:00:00,,
813256,Tampa do New BV,2,NBV,08/06/2026 00:00:00,,
813248,Tampa Grafite,1,DZ,08/06/2026 00:00:00,,
813024,Tampa preta DZ,1,DZ,08/06/2026 00:00:00,,
813025,Ventoinha,33,BV/PV,08/06/2026 00:00:00,,
804142,Base superior controle branco AGL,20,Mesa,08/06/2026 00:00:00,,
813038,Base da central BV,1,BV,08/06/2026 00:00:00,,
813262,Acoplamento New BV,173,Furadeiras,17/06/2026 00:00:00,,
813009,Alavanca,271,Yasmin,17/06/2026 00:00:00,,
