Código,Descrição,Média,Sistema,Galpão,Divergente,%,Data,Hora,Tipo,Observação,
512001,CONJUNTO ESTATOR E ROTOR AGL DESL P17 1/7 cv 04 42Z 127V 60HZ,19.333333333333332,583.0,795.0,212.0,0.26666666666666666,2026-03-03,16:36:00,Inventário,,
813522,"CHAVETA QUADRADA 8MMX33,4MM",16,1671.0,2143.0,472.0,0.22025198320111994,2026-03-03,17:00:00,Inventário,,
401169,"PF JMP PAN PHS 3,5X14MM ZI",31,3.0,11760.0,11757.0,0.9997448979591836,2026-03-03,16:25:00,Inventário,,
401068,ARRUELA LISA 1/4 FE ZI,44,86760.0,23281.0,-63479.0,-2.726644044499807,2026-03-04,09:06:00,Inventário,,
813146,GOMO 25CM P/ CREMALHEIRA ALUMÍNIO,76.75,16740.0,6334.0,-10406.0,-1.6428796968740134,2026-03-04,09:45:00,Inventário,,
401208,PA MQ PN HXL T25 TMA 5X12 RI ZB (ROSCA COMPLETA),1,80149.0,73888.0,-6261.0,-0.08473635773061931,2026-03-04,10:05:00,Inventário,,
813315,PORCA DO FUSO 2 ENTRADAS PIVO (MACHO),1,1432.0,817.0,-615.0,-0.7527539779681762,2026-03-04,11:03:00,Inventário,,
813568,"PERFIL AL 4,0M STL 1851 CANCELAS",24.166666666666668,144.0,79.0,-65.0,-0.8227848101265823,2026-03-04,10:31:00,Contado,,
804462,ACABAMENTO DO TUBO INOX PIVÔ/BARREIRA ARTICULADA,23.333333333333332,256.0,353.0,97.0,0.2747875354107649,2026-03-04,15:30:00,Inventário,,
813396,"PERFIL AL 0,75M SOL 7 STLF-0864 6063",29.4,454.0,654.0,200.0,0.3058103975535168,2026-03-04,07:52:00,Inventário,,
813375,CANTONEIRA CREMALHEIRA MOTOR INDUSTRIAL,129,175.0,562.0,387.0,0.6886120996441281,2026-03-04,12:18:00,Inventário,,
401085,PORCA F MQ UNC SEXT. 1/4 (CH7/16) ZI (NSC),1,63722.0,65433.0,1711.0,0.02614888511912949,2026-03-04,12:08:00,Contado,,
401207,"PF A/A JMC DRILL FL PHS C/ SERRILHA PTA BROCA 4,2X13MM ZI",1,51498.0,29280.0,-22218.0,-0.7588114754098361,2026-03-05,12:35:00,Inventário,,
813290,BRACINHO ARTICULADO DZ HORIZONTAL,31.666666666666668,589.0,41.0,-548.0,-13.365853658536585,2026-03-05,15:55:00,Inventário,,
813570,"PERFIL AL 5,0M STL 1851 CANCELAS",37,22.0,8.0,-14.0,-1.75,2026-03-05,08:35:00,Inventário,,
813569,"PERFIL AL 4,5M STL 1851 CANCELAS",27.8,158.0,151.0,-7.0,-0.046357615894039736,2026-03-05,12:24:00,Inventário,,
102572,FILME PLÁSTICO TERMOENCOLHÍVEL GROSSO 60 CM,26,4.0,30.0,26.0,0.8666666666666667,2026-03-05,07:45:00,Inventário,,
804327,TAMPA DE PROTEÇÃO DA CENTRAL NEW PIVO,191,111.0,179.0,68.0,0.37988826815642457,2026-03-05,12:11:00,Inventário,,
813263,ROLAMENTO PLÁSTICO EIXO ENGRENAGEM,56.5,22.0,333.0,311.0,0.933933933933934,2026-03-05,14:44:00,Inventário,,
512001,CONJUNTO ESTATOR E ROTOR AGL DESL P17 1/7 cv 04 42Z 127V 60HZ,19.333333333333332,797.0,1440.0,643.0,0.4465277777777778,2026-03-05,10:39:00,Inventário,,
402028,BUCHA PLASTICA N10,1,56834.0,59300.0,2466.0,0.041585160202360874,2026-03-05,11:56:00,Contado,,
813051,SUPORTE FIM DE CURSO BASCULANTE/DESLIZANTE,1,39278.0,2017.0,-37261.0,-18.473475458601882,2026-03-06,14:29:00,Inventário,,
401031,ARRUELA LISA M6 ZI,1,61665.0,39508.0,-22157.0,-0.5608231244304951,2026-03-06,12:20:00,Inventário,,
411067,ROLAMENTO 6205 LLUC3/2AS 25mm x 52mm x 15 mm,47,600.0,200.0,-400.0,-2.0,2026-03-06,10:03:00,Inventário,,
801231,CHAPA REFORÇO ZINCADA - BARREIRA ARTICULADA CANCELA,161,14.0,14.0,0.0,0.0,2026-03-06,14:35:00,Inventário,,
603519,ACESSORIOS PARA AUTOMATIZADOR BRUSHLESS DC MOTOR - MOLA DE CONTRA-PESO PARA CANCELA 2.5,36,53.0,59.0,6.0,0.1016949152542373,2026-03-06,14:47:00,Inventário,,
813572,"PERFIL AL 6,0M STL 1851 CANCELAS",27.4,102.0,118.0,16.0,0.13559322033898305,2026-03-06,13:58:00,Inventário,,
813459,"TUBO DE INOX CORTADO PARA PIVO 0,75M",60,50.0,240.0,190.0,0.7916666666666666,2026-03-06,09:03:00,Inventário,,
813521,SUPORTE DA BUCHA MANCAL MODELO NOVO (P/ EIXO 20MM),133,3662.0,4332.0,670.0,0.15466297322253,2026-03-06,10:59:00,Inventário,,
813024,TAMPA PROTEÇÃO DO MOTOR - PRETA,19,617.0,338.0,-279.0,-0.8254437869822485,2026-03-09,11:24:00,Inventário,,
412155,ESTATOR BOBINADO AGL BV/NEW BV/PIVO P28 1/5 cv 04 42 220V 60Hz,25,177.0,163.0,-14.0,-0.08588957055214724,2026-03-09,09:50:00,Contado,,
911124,PLACA REVISADA NOVA CENTRAL INVERSORA,53,24.0,17.0,-7.0,-0.4117647058823529,2026-03-09,10:48:00,Inventário,,
512011,CONJUNTO ESTATOR E ROTOR AGL DESL P45 1/2 cv 04 42Z 220V 60Hz,41.666666666666664,11.0,11.0,0.0,0.0,2026-03-09,11:07:00,Contado,,
401290,,49,0.0,3.0,3.0,1.0,2026-03-09,08:43:00,Inventário,,
401298,,14,0.0,3.0,3.0,1.0,2026-03-09,08:44:00,Inventário,,
401297,,14,0.0,4.0,4.0,1.0,2026-03-09,08:35:00,Inventário,,
401294,,49.5,0.0,4.0,4.0,1.0,2026-03-09,08:44:00,Inventário,,
401289,,14,0.0,5.0,5.0,1.0,2026-03-09,08:34:00,Inventário,,
401292,,14,0.0,6.0,6.0,1.0,2026-03-09,09:02:00,Inventário,,
401296,,49.5,0.0,6.0,6.0,1.0,2026-03-09,09:03:00,Inventário,,
401300,,14,0.0,7.0,7.0,1.0,2026-03-09,09:04:00,Inventário,,
401291,,98,0.0,8.0,8.0,1.0,2026-03-09,08:58:00,Inventário,,
401299,,54.5,0.0,8.0,8.0,1.0,2026-03-09,09:01:00,Inventário,,
401295,,49.5,0.0,8.0,8.0,1.0,2026-03-09,09:01:00,Inventário,,
801265,CHAPA EM U DO SUPORTE DA BARREIRA (MODELO FIX. MACHO E FÊMEA) - CINZA,31,9.0,31.0,22.0,0.7096774193548387,2026-03-09,09:59:00,Inventário,,
813399,"PERFIL AL 1,5M SOL 7 STLF-0864 6063",17.5,45.0,79.0,34.0,0.43037974683544306,2026-03-09,10:54:00,Inventário,,
916117,FITA LED 5050 RGB 60 LED S/M IP65 12 V 5M,54.5,279.0,316.0,37.0,0.11708860759493671,2026-03-09,16:37:00,Inventário,,
804248,TAMPA DA CENTRAL DESLIZANTE,14.636363636363637,76.0,238.0,162.0,0.680672268907563,2026-03-09,11:16:00,Inventário,,
401183,PORCA F MET SEXTAVADA M14 (CH22) ZI (ISC),1,322.0,97.0,-225.0,-2.3195876288659796,2026-03-10,09:00:00,Inventário,,
813321,PINO TRAVA PIVO - ZINCADO,21.428571428571427,79.0,264.0,185.0,0.7007575757575758,2026-03-10,08:08:00,Inventário,Enviado para a zincagem sem autorização,
201038,PERFIL AL SOL 7 STLF-0864 6063,64,631.0,0.0,-631.0,0.0,2026-03-11,15:51:00,Inventário,,
512008,CONJUNTO ESTATOR E ROTOR AGL DESL P33 1/4 cv 04 42Z 220V 60Hz,1,1388.0,983.0,-405.0,-0.41200406917599186,2026-03-11,10:18:00,Inventário,,
512004,CONJUNTO ESTATOR E ROTOR AGL DESL P28 1/4 cv 04 42Z 127V 60Hz,21,900.0,588.0,-312.0,-0.5306122448979592,2026-03-11,10:24:00,Inventário,,
412162,ROTOR AGL NEW BV P33 4 POLOS,51,573.0,406.0,-167.0,-0.41133004926108374,2026-03-11,09:36:00,Inventário,,
412161,ROTOR AGL BV/PIVO P33 4 POLOS,17.11111111111111,330.0,171.0,-159.0,-0.9298245614035088,2026-03-11,09:37:00,Inventário,,
412119,ROTOR AGL NEW BV P17 4 POLOS,27,340.0,197.0,-143.0,-0.7258883248730964,2026-03-11,09:40:00,Inventário,,
512009,CONJUNTO ESTATOR E ROTOR AGL DESL P33 1/4 cv 04 42Z 220V 50Hz,29,181.0,58.0,-123.0,-2.1206896551724137,2026-03-11,15:46:00,Inventário,,
412147,ROTOR AGL NEW BV P28 4 POLOS,25,749.0,653.0,-96.0,-0.14701378254211334,2026-03-11,09:39:00,,,
512005,CONJUNTO ESTATOR E ROTOR AGL DESL P28 1/4 cv 04 42Z 220V 60Hz,45.5,320.0,244.0,-76.0,-0.3114754098360656,2026-03-11,10:16:00,Inventário,,
512006,CONJUNTO ESTATOR E ROTOR AGL DESL P28 1/4 cv 04 42Z 220V 50Hz,22.5,319.0,289.0,-30.0,-0.10380622837370242,2026-03-11,10:27:00,Inventário,,
512022,CONJUNTO ESTATOR E ROTOR AGL DESL P39 4P 3F 110V 60HZ,1,187.0,168.0,-19.0,-0.1130952380952381,2026-03-11,10:25:00,Inventário,,
412027,ROTOR AGL BV/PIVO P28 4 POLOS,17,199.0,187.0,-12.0,-0.06417112299465241,2026-03-11,09:38:00,Contado,,
512029,CONJUNTO ESTATOR E ROTOR AGL DESL P45 STRONG 1/2 cv 04 42Z 220V 50/60Hz,21.5,71.0,65.0,-6.0,-0.09230769230769231,2026-03-11,10:17:00,Inventário,,
512023,CONJUNTO ESTATOR E ROTOR AGL DESL P80 STRONG 3/4 220V 60HZ,34.5,425.0,420.0,-5.0,-0.011904761904761904,2026-03-11,10:30:00,Contado,,
512021,CONJUNTO ESTATOR E ROTOR AGL DESL P39 2P 220V 60HZ,1,1.0,0.0,-1.0,0.0,2026-03-11,16:22:00,Inventário,,
512028,CONJUNTO ESTATOR E ROTOR AGL DESL  P24 1/4 CV 4P 3F 110V 60HZ,28,79.0,82.0,3.0,0.036585365853658534,2026-03-11,10:27:00,Inventário,,
512010,CONJUNTO ESTATOR E ROTOR AGL DESL P45 1/2 cv 04 42Z 127V 60Hz,14,102.0,126.0,24.0,0.19047619047619047,2026-03-11,10:26:00,Inventário,,
813399,"PERFIL AL 1,5M SOL 7 STLF-0864 6063",17.5,28.0,93.0,65.0,0.6989247311827957,2026-03-11,15:50:00,Inventário,,
512007,CONJUNTO ESTATOR E ROTOR AGL DESL P33 1/4 cv 04 42Z 127V 60Hz,1,1791.0,1942.0,151.0,0.07775489186405768,2026-03-11,10:17:00,Inventário,,
813289,ENGRENAGEM INTERNA DE 1 ENTRADA DZ E NEWBV SEM IMÃ,18,116.0,400.0,284.0,0.71,2026-03-13,09:54:00,Inventário,,
512001,CONJUNTO ESTATOR E ROTOR AGL DESL P17 1/7 cv 04 42Z 127V 60HZ,19.333333333333332,74.0,458.0,384.0,0.8384279475982532,2026-03-13,12:29:00,Inventário,,
804542,BASE INFERIOR PP MOTORES DESLIZANTES,24.333333333333332,35.0,514.0,479.0,0.9319066147859922,2026-03-13,12:43:00,Inventário,,
813410,BUCHA DE CENTRAGEM DO EIXO DO ROTOR DZ,39,17.0,514.0,497.0,0.9669260700389105,2026-03-13,12:42:00,Inventário,,
804247,BASE DA CENTRAL DESLIZANTE,22,92.0,737.0,645.0,0.8751696065128901,2026-03-13,14:11:00,Inventário,,
813599,"SENSOR DE FIM DE CURSO REED BV/NEW BV/PIVO 0,75M",58,41.0,2989.0,2948.0,0.986283037805286,2026-03-13,13:51:00,Inventário,,
411017,ROLAMENTOS 6201-08 ZZ C3,34,39296.0,2048.0,-37248.0,-18.1875,2026-03-18,17:00:00,Movimentação,,
402019,PINO ELÁSTICO 4 X 24MM,1,49267.0,36071.0,-13196.0,-0.36583404951345955,2026-03-18,15:01:00,Inventário,,
412150,ESTATOR BOBINADO AGL BV/NEW BV/PIVO P33 1/4 cv 04 42z 220V 60Hz,67.33333333333333,336.0,145.0,-191.0,-1.3172413793103448,2026-03-18,22:33:00,Inventário,,
813025,VENTOINHA DOS MOTORES,32,515.0,467.0,-48.0,-0.10278372591006424,2026-03-18,16:47:00,Contado,,
813559,"PERFIL AL 3,0M SOL 7 STLF-0864 6063",35.111111111111114,205.0,186.0,-19.0,-0.10215053763440861,2026-03-18,12:25:00,Contado,,
813240,CHAPA DE APOIO DA MOLA DE FREIO DO DESLIZANTE,168,1459.0,2011.0,552.0,0.2744903033316758,2026-03-18,15:14:00,Inventário,,
801132,"ARGOLA DA CHAVE 1,00  X 20,0 EXTERNO 1.1/2 VOLTAS ZINCADO",83,30549.0,26092.0,-4457.0,-0.17081864172926567,2026-03-19,07:53:00,Contado,"Item tem uma quantidade muito grande em um caixote, não foi contado por falta de tempo, contado em outra oportunidade",
813281,SUPORTE ORELHA DO BV/PIVÔ,167,685.0,577.0,-108.0,-0.18717504332755633,2026-03-19,08:21:00,Inventário,,
105071,FITA GOMADA 80 MM COM REFORÇO,26.6,0.532,3.0,2.468,0.8226666666666667,2026-03-19,07:29:00,Movimentação,,
804287,ACABAMENTO PERFIL BARREIRA C/ FURO,,12.0,77.0,65.0,0.8441558441558441,2026-03-19,08:04:00,Inventário,,
813522,"CHAVETA QUADRADA 8MMX33,4MM",16,1028.0,1528.0,500.0,0.32722513089005234,2026-03-19,10:18:00,Inventário,,
401035,ARRUELA LISA M10 ZI,1,0.0,500.0,500.0,1.0,2026-03-19,08:01:00,Inventário,Item entrou sem nota,
813015,FIM DE CURSO MECANICO - ZINCADO,44.666666666666664,61.0,1806.0,1745.0,0.9662236987818383,2026-03-20,08:39:00,Inventário,,
403047,MOLA DO FREIO MOTOR PIVOTANTE/ NEW BV,1,4356.0,4339.0,-17.0,-0.003917953445494353,2026-03-23,10:32:00,Contado,,
401300,"PEGA VIDRO PORTA SOCIAL - ANODIZADO - 6,0M - NL-0071F P8"" 1 FURO",14,6.0,6.0,0.0,0.0,2026-03-23,09:29:00,Contado,,
401295,"PEGA VIDRO PORTA SOCIAL - PRETO - 4,4M - NL-0071F P8"" 1 FURO",49.5,8.0,8.0,0.0,0.0,2026-03-23,09:34:00,Contado,,
401296,"PEGA VIDRO PORTA SOCIAL - PRETO - 6,0M - NL-0071F P8"" 1 FURO",49.5,6.0,6.0,0.0,0.0,2026-03-23,09:37:00,Contado,,
401292,"PEGA VIDRO PORTA SOCIAL - BRANCO - 6,0M - NL-0071F P8"" 1 FURO",14,6.0,7.0,1.0,0.14285714285714285,2026-03-23,09:31:00,O.P,,
401322,"ACABAMENTO FRONTAL DA PORTA SOCIAL - PRETO - 4,4M - STLF-1195 P7"" 1 Furo",1,0.0,1.0,1.0,1.0,2026-03-23,09:11:00,O.P,,
401289,"PEGA VIDRO PORTA SOCIAL - BRANCO - 2,2M - NL-0071F P8"" 1 FURO",14,5.0,7.0,2.0,0.2857142857142857,2026-03-23,09:30:00,O.P,,
401299,"PEGA VIDRO PORTA SOCIAL - ANODIZADO - 4,4M - NL-0071F P8"" 1 FURO",54.5,5.0,7.0,2.0,0.2857142857142857,2026-03-23,09:29:00,O.P,,
401313,"PERFIL PRINCIPAL DE SUPORTE DO MOTOR DA PORTA SOCIAL - PRETO - 3,3M - NL-0072F P8"" 1 Furo",84,0.0,2.0,2.0,1.0,2026-03-23,09:02:00,O.P,,
401316,"ACABAMENTO FRONTAL DA PORTA SOCIAL - ANODIZADO - 2,2M - STLF-1195 P7"" 1 Furo",1,0.0,2.0,2.0,1.0,2026-03-23,09:08:00,O.P,,
401317,"ACABAMENTO FRONTAL DA PORTA SOCIAL - ANODIZADO - 3,3M - STLF-1195 P7"" 1 FURO",1,0.0,2.0,2.0,1.0,2026-03-23,09:08:00,O.P,,
401321,"ACABAMENTO FRONTAL DA PORTA SOCIAL - PRETO - 3,3M - STLF-1195 P7"" 1 Furo",1,0.0,2.0,2.0,1.0,2026-03-23,09:11:00,O.P,,
401326,"ACABAMENTO FRONTAL DA PORTA SOCIAL - BRANCO - 4,4M - STLF-1195 P7"" 1 Furo",1,0.0,2.0,2.0,1.0,2026-03-23,09:13:00,O.P,,
401304,"PERFIL PRINCIPAL DE SUPORTE DO MOTOR DA PORTA SOCIAL - ANODIZADO - 2,2M - NL-0072F P8"" 1 Furo",1,0.0,3.0,3.0,1.0,2026-03-23,08:55:00,O.P,,
401305,"PERFIL PRINCIPAL DE SUPORTE DO MOTOR DA PORTA SOCIAL - ANODIZADO - 3,3M - NL-0072F P8"" 1 Furo",1,0.0,3.0,3.0,1.0,2026-03-23,08:55:00,O.P,,
401306,"PERFIL PRINCIPAL DE SUPORTE DO MOTOR DA PORTA SOCIAL - ANODIZADO - 4,4M - NL-0072F P8"" 1 Furo",95,0.0,3.0,3.0,1.0,2026-03-23,08:56:00,O.P,,
401309,"PERFIL PRINCIPAL DE SUPORTE DO MOTOR DA PORTA SOCIAL - BRANCO - 3,3M - NL-0072F P8"" 1 Furo",84,0.0,3.0,3.0,0.0,2026-03-23,08:59:00,O.P,,
401310,"PERFIL PRINCIPAL DE SUPORTE DO MOTOR DA PORTA SOCIAL - BRANCO - 4,4M - NL-0072F P8"" 1 Furo",84,0.0,3.0,3.0,1.0,2026-03-23,09:00:00,O.P,,
401297,"PEGA VIDRO PORTA SOCIAL - ANODIZADO - 2,2M - NL-0071F P8"" 1 FURO",14,0.0,4.0,4.0,1.0,2026-03-23,09:14:00,O.P,,
401298,"PEGA VIDRO PORTA SOCIAL - ANODIZADO - 3,3M - NL-0071F P8"" 1 FURO",14,3.0,7.0,4.0,0.5714285714285714,2026-03-23,09:28:00,O.P,,
401318,"ACABAMENTO FRONTAL DA PORTA SOCIAL - ANODIZADO - 4,4M - STLF-1195 P7"" 1 Furo",,0.0,4.0,4.0,1.0,2026-03-23,09:10:00,O.P,,
401293,"PEGA VIDRO PORTA SOCIAL - PRETO - 2,2M - NL-0071F P8"" 1 FURO",85,0.0,5.0,5.0,1.0,2026-03-23,09:31:00,O.P,,
401327,"ACABAMENTO FRONTAL DA PORTA SOCIAL - BRANCO - 6,0M - STLF-1195 P7"" 1 Furo",1,0.0,5.0,5.0,1.0,2026-03-23,09:14:00,O.P,,
401311,"PERFIL PRINCIPAL DE SUPORTE DO MOTOR DA PORTA SOCIAL - BRANCO - 6,0M - NL-0072F P8"" 1 FURO",1,0.0,6.0,6.0,1.0,2026-03-23,09:01:00,O.P,,
401320,"ACABAMENTO FRONTAL DA PORTA SOCIAL - PRETO - 2,2M - STLF-1195 P7"" 1 Furo",1,0.0,6.0,6.0,1.0,2026-03-23,09:11:00,O.P,,
401307,"PERFIL PRINCIPAL DE SUPORTE DO MOTOR DA PORTA SOCIAL - ANODIZADO - 6,0M - NL-0072F P8"" 1 FURO",1,0.0,7.0,7.0,1.0,2026-03-23,08:58:00,O.P,,
401315,"PERFIL PRINCIPAL DE SUPORTE DO MOTOR DA PORTA SOCIAL - PRETO - 6,0M - NL-0072F P8"" 1 Furo",1,0.0,7.0,7.0,1.0,2026-03-23,09:08:00,O.P,,
401323,"ACABAMENTO FRONTAL DA PORTA SOCIAL - PRETO - 6,0M - STLF-1195 P7"" 1 Furo",1,0.0,7.0,7.0,1.0,2026-03-23,09:12:00,O.P,,
401294,"PEGA VIDRO PORTA SOCIAL - PRETO - 3,3M - NL-0071F P8"" 1 FURO",49.5,1.0,9.0,8.0,0.8888888888888888,2026-03-23,09:32:00,O.P,,
401308,"PERFIL PRINCIPAL DE SUPORTE DO MOTOR DA PORTA SOCIAL - BRANCO - 2,2M - NL-0072F P8"" 1 FURO",1,0.0,8.0,8.0,1.0,2026-03-23,08:59:00,O.P,,
401312,"PERFIL PRINCIPAL DE SUPORTE DO MOTOR DA PORTA SOCIAL - PRETO - 2,2M - NL-0072F P8"" 1 Furo",1,0.0,8.0,8.0,1.0,2026-03-23,09:01:00,O.P,,
401314,"PERFIL PRINCIPAL DE SUPORTE DO MOTOR DA PORTA SOCIAL - PRETO - 4,4M - NL-0072F P8"" 1 FURO",84,0.0,9.0,9.0,1.0,2026-03-23,09:02:00,O.P,,
603519,ACESSORIOS PARA AUTOMATIZADOR BRUSHLESS DC MOTOR - MOLA DE CONTRA-PESO PARA CANCELA 2.5,36,0.0,21.0,21.0,1.0,2026-03-23,08:21:00,Inventário,Analisar,
603517,ACESSORIOS PARA AUTOMATIZADOR BRUSHLESS DC MOTOR - RECEPTOR PARA CENTRAL BRUSHLESS,101,0.0,100.0,100.0,1.0,2026-03-23,08:21:00,Inventário,Aguardando nota,
801230,TUBO ROTATIVO LISO Ø12MM ZINCADO - BARREIRA ARTICULADA CANCELA,52,16.0,124.0,108.0,0.8709677419354839,2026-03-23,15:39:00,O.P,,
401034,PARAFUSO PLASTIC 3 X 6 CH. PH - ZI,,4.0,134.0,130.0,0.9701492537313433,2026-03-23,07:25:00,Inventário,Verificar consumo,
412161,ROTOR AGL BV/PIVO P33 4 POLOS,17.11111111111111,2.0,330.0,328.0,0.9939393939393939,2026-03-23,16:45:00,Inventário,,
403049,MOLA PARA DESTRAVAMENTO PIVOTANTE,1,3778.0,5859.0,2081.0,0.3551800648574842,2026-03-23,10:32:00,Inventário,,
804177,ALÇA DO CONTROLE REMOTO INTER. DIGI. DIGITAL KEY PRETO,1,1164.0,4362.0,3198.0,0.7331499312242091,2026-03-23,10:40:00,Inventário,,
804165,BASE INFERIOR DO CONTROLE REMOTO INTER. DIGI. DIGITAL KEY - PRETO,1,1922.0,8904.0,6982.0,0.7841419586702606,2026-03-23,10:38:00,Inventário,,
804123,BASE SUPERIOR COM LOGO DO CONTROLE REMOTO INTER. DIGI. DIGITAL KEY - PRETO,1,1164.0,10157.0,8993.0,0.8853992320567097,2026-03-23,10:37:00,Inventário,,
412145,ESTATOR BOBINADO AGL BV/NEW BV/PIVO P28 1/5 cv 04 42 220V 50Hz,70.5,84.0,21.0,-63.0,-3.0,2026-03-24,10:16:00,Inventário,,
813505,EIXO DE CONEXÃO DE MOLA DUPLA DA CANCELA AGUSTA - ZINCADO,,43.0,11.0,-32.0,-2.909090909090909,2026-03-24,09:54:00,Inventário,,
412063,ESTATOR BOBINADO AGL NEW BV P17 1/7 cv 04 42Z 220V 50HZ,63,9.0,11.0,2.0,0.18181818181818182,2026-03-24,10:16:00,Inventário,,
804259,BASE SUPERIOR SEM LOGO DO CONTROLE REMOTO INTER. DIGI. DIGITAL KEY - PRETO,1,29895.0,1960.0,-27935.0,-14.252551020408163,2026-03-25,09:02:00,Inventário,,
813262,ACOPLAMENTO DO NEW BV/BV/PIVO,77.5,3760.0,450.0,-3310.0,-7.355555555555555,2026-03-25,09:45:00,Inventário,,
813483,ACIONADOR DA MICRO CHAVE BV CADENA,19,952.0,498.0,-454.0,-0.9116465863453815,2026-03-25,09:08:00,Contado,,
813398,"PERFIL AL 1,4M SOL 7 STLF-0864 6063",29,462.0,68.0,-394.0,-5.794117647058823,2026-03-25,07:58:00,Movimentação,,
813397,"PERFIL AL 1,0M SOL 7 STLF-0864 6063",50.5,1004.0,861.0,-143.0,-0.16608594657375145,2026-03-25,07:57:00,Movimentação,,
813614,"PERFIL AL 3,0M STL 1851 CANCELAS",36.25,165.0,96.0,-69.0,-0.71875,2026-03-25,08:13:00,Inventário,,
813568,"PERFIL AL 4,0M STL 1851 CANCELAS",24.166666666666668,142.0,78.0,-64.0,-0.8205128205128205,2026-03-25,08:13:00,Inventário,,
813399,"PERFIL AL 1,5M SOL 7 STLF-0864 6063",17.5,2374.0,2314.0,-60.0,-0.02592912705272256,2026-03-25,07:59:00,Contado,,
813400,"PERFIL AL 2,0M SOL 7 STLF-0864 6063",38.666666666666664,280.0,226.0,-54.0,-0.23893805309734514,2026-03-25,08:05:00,Movimentação,,
412119,ROTOR AGL NEW BV P17 4 POLOS,27,340.0,321.0,-19.0,-0.059190031152647975,2026-03-25,10:06:00,Inventário,,
813572,"PERFIL AL 6,0M STL 1851 CANCELAS",27.4,109.0,96.0,-13.0,-0.13541666666666666,2026-03-25,08:16:00,Contado,,
813613,"PERFIL AL 6,0M SOL 7 STLF-0846 6063 T5",52,35.0,24.0,-11.0,-0.4583333333333333,2026-03-25,08:12:00,Inventário,,
813559,"PERFIL AL 3,0M SOL 7 STLF-0864 6063",35.111111111111114,205.0,195.0,-10.0,-0.05128205128205128,2026-03-25,08:06:00,Contado,,
813616,"PERFIL AL 3,5M STL 1851 CANCELAS",41,125.0,119.0,-6.0,-0.05042016806722689,2026-03-25,08:13:00,Contado,,
813605,"PERFIL AL 4,5M SOL 7 STLF-0846 6063 T5",54,48.0,44.0,-4.0,-0.09090909090909091,2026-03-25,08:08:00,Contado,,
813563,"PERFIL AL 1,75M SOL 7 STLF-0864 6063",36.75,2.0,0.0,-2.0,0.0,2026-03-25,08:18:00,Inventário,,
813558,"PERFIL AL 2,5M SOL 7 STLF-0864 6063",33.25,50.0,51.0,1.0,0.0196078431372549,2026-03-25,08:06:00,Contado,,
801266,CHAPA EM U DO SUPORTE DA BARREIRA (MODELO FIX. MACHO E FÊMEA) - BRANCA,1,0.0,2.0,2.0,1.0,2026-03-25,10:34:00,Inventário,,
801271,BASE SUPERIOR DE FIXAÇÃO DA CENTRAL NO GABINETE - BRANCA,1,0.0,2.0,2.0,1.0,2026-03-25,10:34:00,Inventário,,
801273,SUPORTE DAS BATERIAS CANCELA AGUSTA - BRANCA,1,0.0,2.0,2.0,1.0,2026-03-25,10:34:00,Inventário,,
813569,"PERFIL AL 4,5M STL 1851 CANCELAS",27.8,151.0,174.0,23.0,0.13218390804597702,2026-03-25,08:16:00,Inventário,,
813606,"PERFIL AL 5,0M SOL 7 STLF-0846 6063 T6",54,31.0,62.0,31.0,0.5,2026-03-25,08:10:00,O.P,,
813560,"PERFIL AL 3,5M SOL 7 STLF-0864 6063",61.2,243.0,276.0,33.0,0.11956521739130435,2026-03-25,08:07:00,Inventário,,
813607,"PERFIL AL 5,5M SOL 7 STLF-0846 6063 T7",54,6.0,44.0,38.0,0.8636363636363636,2026-03-25,08:11:00,O.P,,
813396,"PERFIL AL 0,75M SOL 7 STLF-0864 6063",29.4,2055.0,2327.0,272.0,0.11688869789428448,2026-03-25,07:56:00,Inventário,,
911127,PLACA REVISADA NOVA CENTRAL IZZY,66,181.0,216.0,35.0,0.16203703703703703,2026-03-26,10:05:00,Inventário,,
403032,MOLA DE DESTRAVAMENTO DESLIZANTE,1,29056.0,15318.0,-13738.0,-0.8968533751142447,2026-03-27,11:00:00,Inventário,,
103144,CABO CONECTOR TERMINAL WHITE WIRE BLK-4P 1800/650 BOX (BLK-4P 1800/650),161,5118.0,800.0,-4318.0,-5.3975,2026-03-27,14:54:00,Inventário,,
804540,BASE SUPERIOR PP DO MOTOR DESLIZANTE,24.333333333333332,224.0,124.0,-100.0,-0.8064516129032258,2026-03-27,14:27:00,Inventário,,
401201,PORCA PARLOCK MA 8MM ZB,28,576.0,500.0,-76.0,-0.152,2026-03-27,07:31:00,Inventário,,
401172,P ACO MET S/CAB SX INT PTA CONCOVA M8X20MM OX,21,496.0,468.0,-28.0,-0.05982905982905983,2026-03-27,08:05:00,Contado,,
105069,FITA EMPACT. 50MT X 48MM ACRI,173,196.0,169.0,-27.0,-0.15976331360946747,2026-03-27,14:04:00,Inventário,,
804542,BASE INFERIOR PP MOTORES DESLIZANTES,24.333333333333332,123.0,124.0,1.0,0.008064516129032258,2026-03-27,14:27:00,Contado,,
403027,MOLA CÔNICA DO FREIO DESLIZANTE Ø 2.4,1,29420.0,29500.0,80.0,0.002711864406779661,2026-03-27,14:49:00,Contado,,
804540,BASE SUPERIOR PP DO MOTOR DESLIZANTE,24.333333333333332,122.0,224.0,102.0,0.45535714285714285,2026-03-27,14:25:00,Inventário,,
