Código,Descrição,Média,Sistema,Galpão,Divergente,%,Data,Hora,Tipo,Observação,
813146,GOMO 25CM P/ CREMALHEIRA ALUMÍNIO,76.75,0.0,7514.0,7514.0,1.0,2025-08-12,-,Inventário,,
813559,"PERFIL AL 3,0M SOL 7 STLF-0864 6063",35.111111111111114,0.0,6.0,6.0,1.0,2025-08-13,-,Inventário,,
813560,"PERFIL AL 3,5M SOL 7 STLF-0864 6063",61.2,0.0,7.0,7.0,1.0,2025-08-13,-,Inventário,,
603517,ACESSORIOS PARA AUTOMATIZADOR BRUSHLESS DC MOTOR - RECEPTOR PARA CENTRAL BRUSHLESS,101,2.0,95.0,93.0,0.9789473684210527,2025-08-19,-,Inventário,,
813375,CANTONEIRA CREMALHEIRA MOTOR INDUSTRIAL,129,2.0,36.0,34.0,0.9444444444444444,2025-08-20,-,Inventário,,
804327,TAMPA DE PROTEÇÃO DA CENTRAL NEW PIVO,191,102.0,151.0,49.0,0.32450331125827814,2025-08-26,-,Inventário,,
401218,"ABRAC UV PRETA 400X4,8",156,9.0,196.0,187.0,0.9540816326530612,2025-08-27,-,Inventário,,
801243,PORTA DO GABINETE CANCELA - CINZA,111.5,3.0,19.0,16.0,0.8421052631578947,2025-09-02,-,Inventário,,
813320,TRAVA MENOR SUPORTE FX PIVO - ZINCADO,70.25,32.0,848.0,816.0,0.9622641509433962,2025-09-11,-,Inventário,,
813320,TRAVA MENOR SUPORTE FX PIVO - ZINCADO,70.25,32.0,848.0,816.0,0.9622641509433962,2025-09-11,11:02:00,Inventário,,
813327,PINO PORTA CADEADO DZ HORIZONTAL/ESTICADOR MOLA CANCELA - ZINCADO,,0.0,826.0,826.0,1.0,2025-09-18,-,Inventário,,
804483,SUPORTE FIM DE CURSO DESLIZANTE (LADO DIREITO),74.5,113.0,2494.0,2381.0,0.954691259021652,2025-09-23,-,Inventário,,
813189,"FUSO P 7.5MM DE 3,0M E 6 ENTRADAS",65.33333333333333,6.0,22.0,16.0,0.7272727272727273,2025-09-25,-,Inventário,,
813521,SUPORTE DA BUCHA MANCAL MODELO NOVO (P/ EIXO 20MM),133,95.0,1311.0,1216.0,0.927536231884058,2025-09-25,-,Inventário,,
801231,CHAPA REFORÇO ZINCADA - BARREIRA ARTICULADA CANCELA,161,0.0,2.0,2.0,1.0,2025-09-26,-,Inventário,,
813108,SEM FIM DE DUAS ENTRADAS AÇO BV ANTIGO/ BV3/ BV4,52,16.0,848.0,832.0,0.9811320754716981,2025-09-29,-,Inventário,Emegêncial,
813240,CHAPA DE APOIO DA MOLA DE FREIO DO DESLIZANTE,168,215.0,2455.0,2240.0,0.9124236252545825,2025-10-01,-,Inventário,,
813281,SUPORTE ORELHA DO BV/PIVÔ,167,35.0,640.0,605.0,0.9453125,2025-10-03,-,Inventário,,
105069,FITA EMPACT. 50MT X 48MM ACRI,173,0.0,68.0,68.0,1.0,2025-10-05,-,Inventário,,
512002,CONJUNTO ESTATOR E ROTOR AGL DESL P17 1/7 cv 04 42Z 220V 60HZ,28.11111111111111,1.0,355.0,354.0,0.9971830985915493,2025-10-05,-,Inventário,,
412150,ESTATOR BOBINADO AGL BV/NEW BV/PIVO P33 1/4 cv 04 42z 220V 60Hz,67.33333333333333,0.0,36.0,36.0,1.0,2025-10-14,-,Inventário,,
804483,SUPORTE FIM DE CURSO DESLIZANTE (LADO DIREITO),74.5,281.0,1534.0,1253.0,0.8168187744458931,2025-10-15,-,Inventário,,
103144,CABO CONECTOR TERMINAL WHITE WIRE BLK-4P 1800/650 BOX (BLK-4P 1800/650),161,0.0,1706.0,1706.0,1.0,2025-10-17,-,Inventário,,
813175,PORCA DO FUSO DE 4 ENTRADA,,0.0,247.0,247.0,1.0,2025-10-21,-,Inventário,,
512002,CONJUNTO ESTATOR E ROTOR AGL DESL P17 1/7 cv 04 42Z 220V 60HZ,28.11111111111111,26.0,128.0,102.0,0.796875,2025-10-24,-,Inventário,,
701159,PINO DESTRAVAMENTO MOTOR DZ INDUSTRIAL,80.5,1.0,27.0,26.0,0.9629629629629629,2025-10-27,-,Inventário,,
813559,"PERFIL AL 3,0M SOL 7 STLF-0864 6063",35.111111111111114,3.0,8.0,5.0,0.625,2025-11-14,-,Inventário,,
813559,"PERFIL AL 3,0M SOL 7 STLF-0864 6063",35.111111111111114,3.0,8.0,5.0,0.625,2025-11-17,-,Inventário,,
813559,"PERFIL AL 3,0M SOL 7 STLF-0864 6063",35.111111111111114,3.0,8.0,5.0,0.625,2025-11-18,-,Inventário,,
813189,"FUSO P 7.5MM DE 3,0M E 6 ENTRADAS",65.33333333333333,6.0,22.0,16.0,0.7272727272727273,2025-11-24,-,Inventário,,
813477,EIXO DE TRAÇÃO DA PORCA ACIONADORA - ZINCADO,102,644.0,1117.0,473.0,0.423455684870188,2026-01-09,12:30:00,O.P,,
701147,EIXO PRINCIPAL DO ACIONAMENTO BV/PIVO - BRUTO,50,750.0,369.0,-381.0,-1.032520325203252,2026-01-12,12:25:00,Inventário,,
813292,BRACINHO ARTICULADO BV E NEW BV,15.333333333333334,155.0,192.0,37.0,0.19270833333333334,2026-01-12,14:29:00,Inventário,,
401201,PORCA PARLOCK MA 8MM ZB,28,288.0,525.0,237.0,0.4514285714285714,2026-01-12,11:30:00,Inventário,,
813015,FIM DE CURSO MECANICO - ZINCADO,44.666666666666664,2716.0,4683.0,1967.0,0.4200298953662182,2026-01-12,15:55:00,Inventário,,
401169,"PF JMP PAN PHS 3,5X14MM ZI",31,45000.0,50487.0,5487.0,0.10868144274763801,2026-01-12,10:30:00,O.P,,
811276,ETIQUETA ADES. COUCHE 40MM X 25MM X 02 CAR,102,191.0,9909.0,9718.0,0.9807245938036129,2026-01-12,12:07:00,Inventário,,
813128,GOMO ALUMINIO 25 CM P/ CREMALHEIRA MOTOR STRONG,133,1637.0,586.0,-1051.0,-1.7935153583617747,2026-01-13,16:22:00,Inventário,,
813017,"FUSO P 7.5MM DE 1,5M E 5 ENTRADAS",66,397.0,408.0,11.0,0.02696078431372549,2026-01-13,16:52:00,Inventário,,
701159,PINO DESTRAVAMENTO MOTOR DZ INDUSTRIAL,80.5,0.0,38.0,38.0,1.0,2026-01-13,16:22:00,Inventário,,
813179,TAMPA DA CENTRAL DO BV,20,151.0,209.0,58.0,0.27751196172248804,2026-01-13,10:41:00,Inventário,,
813598,"SENSOR DE FIM DE CURSO REED BV/NEW BV/PIVO 0,50M",133,230.0,314.0,84.0,0.267515923566879,2026-01-13,14:27:00,O.P,,
813025,VENTOINHA DOS MOTORES,32,419.0,579.0,160.0,0.2763385146804836,2026-01-13,11:05:00,Inventário,,
813050,"FUSO P 7.5MM DE 1,5M E 4 ENTRADAS BV",73.5,177.0,377.0,200.0,0.5305039787798409,2026-01-13,16:49:00,Inventário,,
813262,ACOPLAMENTO DO NEW BV/BV/PIVO,77.5,3513.0,2415.0,-1098.0,-0.4546583850931677,2026-01-14,16:54:00,Contado,,
412063,ESTATOR BOBINADO AGL NEW BV P17 1/7 cv 04 42Z 220V 50HZ,63,264.0,4.0,-260.0,-65.0,2026-01-14,08:29:00,Inventário,,
813258,CARCAÇA INFERIOR NEW BV SEM FURO ENCODER,132,547.0,438.0,-109.0,-0.24885844748858446,2026-01-14,16:42:00,Inventário,,
813270,CARCAÇA DE MOTOR BV/PIVO SUPERIOR,113,497.0,450.0,-47.0,-0.10444444444444445,2026-01-14,16:42:00,Inventário,,
813271, CARCAÇA DE MOTOR BV/PIVO INFERIOR,113,529.0,689.0,160.0,0.23222060957910015,2026-01-14,16:43:00,Inventário,,
813038,BASE CENTRAL DO BV,120,814.0,466.0,-348.0,-0.7467811158798283,2026-01-15,08:35:00,Inventário,,
412023,ESTATOR BOBINADO AGL BV/NEW BV/PIVO P33 1/4 cv 04 42z 127V 60Hz,131,113.0,84.0,-29.0,-0.34523809523809523,2026-01-15,16:46:00,Inventário,,
911124,PLACA REVISADA NOVA CENTRAL INVERSORA,53,6.0,6.0,0.0,0.0,2026-01-15,15:49:00,Contado,,
412120,ESTATOR BOBINADO AGL NEW BV P17 1/7 cv 04 42Z 220V 60HZ,131,0.0,0.0,0.0,0.0,2026-01-15,16:01:00,Contado,,
801219,GABINETE DA CANCELA - CINZA,44.333333333333336,12.0,12.0,0.0,0.0,2026-01-15,16:23:00,Contado,,
412150,ESTATOR BOBINADO AGL BV/NEW BV/PIVO P33 1/4 cv 04 42z 220V 60Hz,67.33333333333333,3.0,4.0,1.0,0.25,2026-01-15,11:58:00,Contado,,
813366,"FUSO P.60 Ø 1/2 DE 2,0M",99,46.0,57.0,11.0,0.19298245614035087,2026-01-15,12:13:00,Contado,,
813292,BRACINHO ARTICULADO BV E NEW BV,15.333333333333334,42.0,81.0,39.0,0.48148148148148145,2026-01-15,10:23:00,Inventário,,
512002,CONJUNTO ESTATOR E ROTOR AGL DESL P17 1/7 cv 04 42Z 220V 60HZ,28.11111111111111,575.0,623.0,48.0,0.07704654895666131,2026-01-15,14:16:00,Inventário,,
911080,PLACA REVISADA CENTRAL FLEX,40.5,689.0,752.0,63.0,0.08377659574468085,2026-01-15,10:58:00,Inventário,,
412155,ESTATOR BOBINADO AGL BV/NEW BV/PIVO P28 1/5 cv 04 42 220V 60Hz,25,9.0,108.0,99.0,0.9166666666666666,2026-01-15,11:40:00,Movimentação,,
813179,TAMPA DA CENTRAL DO BV,20,45.0,337.0,292.0,0.8664688427299704,2026-01-15,10:56:00,Movimentação,,
811122,MANUAL P / AUTOMATIZADOR DZ/BV/NEW BV CENTRAL FLEX/LIGHT EM PORTUGUÊS SEM LOGO,131,540.0,882.0,342.0,0.3877551020408163,2026-01-15,12:29:00,Inventário,,
804248,TAMPA DA CENTRAL DESLIZANTE,14.636363636363637,96.0,462.0,366.0,0.7922077922077922,2026-01-15,11:13:00,Inventário,,
813293,MIOLO DO CILINDRO NYLON MOTOR DESLIZANTE,28,84.0,3403.0,3319.0,0.9753158977372907,2026-01-15,07:54:00,Inventário,,
813175,PORCA DO FUSO DE 4 ENTRADA,,24.0,4.0,-20.0,-5.0,2026-01-16,09:59:00,Inventário,,
102573,"BOBINA TUBULAR PEBD LEITOSA IMPRESA P/ ACIONAMENTO DE MOTORES AGL (15X0,45)",53.666666666666664,70.31,68.65,-1.6599999999999966,-0.02418062636562267,2026-01-16,08:49:00,Inventário,,
813034,TAMPA LISA DO REDUTOR DA CARCAÇA DO BASCULANTE,130,511.0,2221.0,1710.0,0.769923457901846,2026-01-16,07:23:00,Inventário,,
804458,TRAVA DE APOIO DA BARREIRA CANCELA AGUSTA,127,34.0,19.0,-15.0,-0.7894736842105263,2026-01-19,15:40:00,Inventário,,
105070,FITA GOMADA APK 80 C/REFORCO IMP,127,0.0,0.0,0.0,0.0,2026-01-19,13:54:00,Contado,,
911127,PLACA REVISADA NOVA CENTRAL IZZY,66,234.0,234.0,0.0,0.0,2026-01-19,15:43:00,Contado,,
911084,PLACA REVISADA CENTRAL IZZY INDUSTRIAL,119,111.0,88.0,-23.0,-0.26136363636363635,2026-01-20,12:20:00,Inventário,,
813563,"PERFIL AL 1,75M SOL 7 STLF-0864 6063",36.75,0.0,1.0,1.0,1.0,2026-01-20,14:14:00,O.P,,
102574,"BOBINA TUBULAR PEBD LEITOSA LISA P/ ACIONAMENTO DE MOTORES (15X0,45)",126,0.0,3.0,3.0,1.0,2026-01-20,14:33:00,Inventário,,
911117,PLACA REVISADA FX BRABUS,122,148.0,178.0,30.0,0.16853932584269662,2026-01-20,12:20:00,Inventário,,
813365,"FUSO P.60 Ø 1/2 DE 1,75M",94,0.0,109.0,109.0,1.0,2026-01-20,14:08:00,O.P,,
813396,"PERFIL AL 0,75M SOL 7 STLF-0864 6063",29.4,0.0,1296.0,1296.0,1.0,2026-01-20,14:09:00,O.P,,
813568,"PERFIL AL 4,0M STL 1851 CANCELAS",24.166666666666668,8.0,19.0,11.0,0.5789473684210527,2026-01-21,15:09:00,O.P,,
813614,"PERFIL AL 3,0M STL 1851 CANCELAS",36.25,3.0,15.0,12.0,0.8,2026-01-21,14:57:00,O.P,,
512002,CONJUNTO ESTATOR E ROTOR AGL DESL P17 1/7 cv 04 42Z 220V 60HZ,28.11111111111111,35.0,90.0,55.0,0.6111111111111112,2026-01-21,14:56:00,Inventário,,
401161,PARAFUSO PAN ZBR P/ CHAVE TORX M5 X 20MM T25,124,35000.0,985.0,-34015.0,-34.53299492385787,2026-01-22,10:25:00,Inventário,,
813615,"PERFIL AL 2,5M STL 1851 CANCELAS",116,0.0,1.0,1.0,1.0,2026-01-22,12:00:00,O.P,,
707019,BUCHA REDONDA FECHADURA PV - BRUTO,48,0.0,20.0,20.0,1.0,2026-01-22,15:34:00,O.P,,
813398,"PERFIL AL 1,4M SOL 7 STLF-0864 6063",29,95.0,279.0,184.0,0.6594982078853047,2026-01-22,12:18:00,O.P,,
813400,"PERFIL AL 2,0M SOL 7 STLF-0864 6063",38.666666666666664,1.0,256.0,255.0,0.99609375,2026-01-22,15:31:00,O.P,,
412161,ROTOR AGL BV/PIVO P33 4 POLOS,17.11111111111111,34.0,447.0,413.0,0.9239373601789709,2026-01-22,11:58:00,Movimentação,,
412162,ROTOR AGL NEW BV P33 4 POLOS,51,1952.0,714.0,-1238.0,-1.7338935574229692,2026-01-23,15:00:00,Movimentação,,
412008,ESTATOR BOBINADO AGL BV/NEW BV/PIVO P28 1/5 cv 04 42 127V 60Hz,76.5,147.0,124.0,-23.0,-0.18548387096774194,2026-01-23,14:58:00,Contado,,
813515,CALÇO DO ESTATOR P28 BV/PIVO,105,2.0,357.0,355.0,0.9943977591036415,2026-01-23,08:24:00,Inventário,,
801265,CHAPA EM U DO SUPORTE DA BARREIRA (MODELO FIX. MACHO E FÊMEA) - CINZA,31,5.0,10.0,5.0,0.5,2026-01-24,11:18:00,Movimentação,,
813601,"SENSOR DE FIM DE CURSO REED BV/NEW BV/PIVO 1,5M",120,724.0,228.0,-496.0,-2.175438596491228,2026-01-26,13:45:00,O.P,,
701154,EIXO MOTOR DESLIZANTE - BRUTO,119,336.0,210.0,-126.0,-0.6,2026-01-26,11:38:00,Contado,,
412038,ESTATOR BOBINADO AGL NEW BV/BV SPEEDTURBO PRO P39 4P 3F 110V 60HZ,24.333333333333332,50.0,2.0,-48.0,-24.0,2026-01-26,16:18:00,Movimentação,,
101870,"BATERIA DE LITHIUM CR2016 90mAH 3,0V TRAY (CR2016)",140,24.0,0.0,-24.0,0.0,2026-01-26,15:07:00,Movimentação,,
813101,"CREMALHEIRA PERFIL AÇO GOMO DE ALUMÍNIO 1,5M",61.5,16.0,0.0,-16.0,0.0,2026-01-26,15:33:00,O.P,,
813184,"FUSO P 7.5MM DE 1,5M E 2 ENTRADAS",112,106.0,92.0,-14.0,-0.15217391304347827,2026-01-26,15:08:00,Movimentação,,
801272,SUPORTE DAS BATERIAS CANCELA AGUSTA - CINZA,30.5,4.0,0.0,-4.0,0.0,2026-01-26,14:11:00,Contado,,
813440,BRAÇO ESTICADOR DA MOLA DA CANCELA,1,105.0,103.0,-2.0,-0.019417475728155338,2026-01-26,14:42:00,Contado,,
813189,"FUSO P 7.5MM DE 3,0M E 6 ENTRADAS",65.33333333333333,57.0,55.0,-2.0,-0.03636363636363636,2026-01-26,16:43:00,Contado,,
801247,TUBO ROTATIVO RASGO Ø12MM ZINCADO - BARREIRA ARTICULADA CANCELA,119,1.0,1.0,0.0,0.0,2026-01-26,11:59:00,O.P,,
103795,"FIO PARALELO 1,5MM N14BC MEGA 100M",140,12.0,12.0,0.0,0.0,2026-01-26,14:27:00,Contado,,
816565,"CREMALHEIRA PERFIL AÇO GOMO DE PLÁSTICO 0,25M",140,0.0,0.0,0.0,0.0,2026-01-26,15:29:00,Contado,,
813355,GUIA ESTICADOR ZINCADO - BARREIRA ARTICULADA CANCELA,1,2.0,10.0,8.0,0.8,2026-01-26,11:59:00,O.P,,
813356,GUIA DA ARTICULAÇÃO ZINCADA - BARREIRA ARTICULADA,1,2.0,10.0,8.0,0.8,2026-01-26,11:59:00,O.P,,
813558,"PERFIL AL 2,5M SOL 7 STLF-0864 6063",33.25,0.0,75.0,75.0,1.0,2026-01-26,11:07:00,O.P,,
813263,ROLAMENTO PLÁSTICO EIXO ENGRENAGEM,56.5,5.0,266.0,261.0,0.981203007518797,2026-01-26,13:59:00,Inventário,,
813321,PINO TRAVA PIVO - ZINCADO,21.428571428571427,198.0,478.0,280.0,0.5857740585774058,2026-01-26,15:25:00,Movimentação,,
813560,"PERFIL AL 3,5M SOL 7 STLF-0864 6063",61.2,14.0,300.0,286.0,0.9533333333333334,2026-01-26,11:11:00,O.P,,
813559,"PERFIL AL 3,0M SOL 7 STLF-0864 6063",35.111111111111114,12.0,300.0,288.0,0.96,2026-01-26,11:27:00,O.P,,
701155,EIXO PRINCIPAL DO NEW BV - BRUTO,68,0.0,380.0,380.0,1.0,2026-01-26,08:06:00,O.P,,
813108,SEM FIM DE DUAS ENTRADAS AÇO BV ANTIGO/ BV3/ BV4,52,1028.0,1756.0,728.0,0.4145785876993166,2026-01-26,09:58:00,O.P,,
209001,MANG 3/4 PRETA PESADA,,71.0,864.0,793.0,0.9178240740740741,2026-01-26,16:34:00,Inventário,,
813399,"PERFIL AL 1,5M SOL 7 STLF-0864 6063",17.5,162.0,1615.0,1453.0,0.8996904024767802,2026-01-26,10:45:00,O.P,,
813569,"PERFIL AL 4,5M STL 1851 CANCELAS",27.8,33.0,0.0,-33.0,0.0,2026-01-27,07:41:00,O.P,,
813614,"PERFIL AL 3,0M STL 1851 CANCELAS",36.25,1.0,5.0,4.0,0.8,2026-01-27,07:38:00,O.P,,
813568,"PERFIL AL 4,0M STL 1851 CANCELAS",24.166666666666668,4.0,29.0,25.0,0.8620689655172413,2026-01-27,07:40:00,Inventário,,
813570,"PERFIL AL 5,0M STL 1851 CANCELAS",37,24.0,50.0,26.0,0.52,2026-01-27,07:40:00,Inventário,,
401201,PORCA PARLOCK MA 8MM ZB,28,480.0,576.0,96.0,0.16666666666666666,2026-01-27,16:00:00,Inventário,,
813511,PINO DESTRAVAMENTO LINHA BV/ PORTA CADEADO HZ/ ESTICAD. CANCELA,30,6797.0,3164.0,-3633.0,-1.1482300884955752,2026-01-28,14:35:00,Inventário,,
813327,PINO PORTA CADEADO DZ HORIZONTAL/ESTICADOR MOLA CANCELA - ZINCADO,,6797.0,3164.0,-3633.0,-1.1482300884955752,2026-01-28,14:51:00,Contado,,
801243,PORTA DO GABINETE CANCELA - CINZA,111.5,42.0,33.0,-9.0,-0.2727272727272727,2026-01-28,15:54:00,Contado,,
701157,ENGRENAGEM INTERNA 1 ENTRADA PARA MOTOR INDUSTRIAL - BRUTO,1,2.0,2.0,0.0,0.0,2026-01-28,14:46:00,Contado,,
804248,TAMPA DA CENTRAL DESLIZANTE,14.636363636363637,137.0,414.0,277.0,0.6690821256038647,2026-01-28,15:22:00,Inventário,,
813599,"SENSOR DE FIM DE CURSO REED BV/NEW BV/PIVO 0,75M",58,625.0,227.0,-398.0,-1.7533039647577093,2026-01-29,08:01:00,Movimentação,,
813459,"TUBO DE INOX CORTADO PARA PIVO 0,75M",60,418.0,123.0,-295.0,-2.3983739837398375,2026-01-29,16:57:00,Movimentação,,
813572,"PERFIL AL 6,0M STL 1851 CANCELAS",27.4,2.0,2.0,0.0,0.0,2026-01-29,16:32:00,Contado,,
813196,"FUSO P 7.5MM DE 6,0M E 6 ENTRADAS",1,13.0,16.0,3.0,0.1875,2026-01-29,12:31:00,O.P,,
813141,"FUSO P 7.5MM DE 2,5M E 6 ENTRADAS",1,26.0,59.0,33.0,0.559322033898305,2026-01-29,12:31:00,O.P,,
813024,TAMPA PROTEÇÃO DO MOTOR - PRETA,19,177.0,247.0,70.0,0.2834008097165992,2026-01-29,10:46:00,Inventário,,
813455,SENSOR DE FIM DE CURSO REED DESLIZANTE,1,705.0,938.0,233.0,0.2484008528784648,2026-01-29,14:41:00,O.P,,
804248,TAMPA DA CENTRAL DESLIZANTE,14.636363636363637,114.0,420.0,306.0,0.7285714285714285,2026-01-29,10:39:00,Inventário,,
804540,BASE SUPERIOR PP DO MOTOR DESLIZANTE,24.333333333333332,602.0,1051.0,449.0,0.42721217887725976,2026-01-29,14:01:00,O.P,,
804542,BASE INFERIOR PP MOTORES DESLIZANTES,24.333333333333332,256.0,963.0,707.0,0.7341640706126688,2026-01-29,14:02:00,O.P,,
911130,PLACA REVISADA NOVA CENTRAL BASIC G/LIGHT,1,2.0,1105.0,1103.0,0.9981900452488688,2026-01-29,15:06:00,Inventário,,
813331,SUPORTE DE INSTALAÇÃO DO IMÃ DZ,132,144.0,2021.0,1877.0,0.9287481444829292,2026-01-29,11:20:00,Inventário,,
811309,ETIQUETA ADES. COUCHE 30MM X 10MM X 03 CAR,84,198721.0,88847.0,-109874.0,-1.236665278512499,2026-01-30,15:55:00,Contado,,
402015,ANEL ELASTICO E12,116,58000.0,24000.0,-34000.0,-1.4166666666666667,2026-01-30,15:03:00,Inventário,,
401121,"ABRAÇADEIRA UV PRETA 202X3,7",1,11461.0,3800.0,-7661.0,-2.0160526315789475,2026-01-30,13:59:00,Inventário,,
402012,ANEL ELÁSTICO E-20,1,32000.0,28000.0,-4000.0,-0.14285714285714285,2026-01-30,15:06:00,Contado,,
401143,"ABRAÇADEIRA UV PRETA 100 X 2,5 MENOR",1,7580.0,3800.0,-3780.0,-0.9947368421052631,2026-01-30,13:58:00,Inventário,,
813039,VENEZIANA DOS MOTORES,1,2472.0,892.0,-1580.0,-1.7713004484304933,2026-01-30,10:00:00,Inventário,,
813483,ACIONADOR DA MICRO CHAVE BV CADENA,19,1550.0,421.0,-1129.0,-2.681710213776722,2026-01-30,15:30:00,Inventário,,
804462,ACABAMENTO DO TUBO INOX PIVÔ/BARREIRA ARTICULADA,23.333333333333332,1162.0,376.0,-786.0,-2.0904255319148937,2026-01-30,09:12:00,Inventário,,
401218,"ABRAC UV PRETA 400X4,8",156,1631.0,1100.0,-531.0,-0.4827272727272727,2026-01-30,13:57:00,Contado,,
411048,"TUBO 304 A554 C/C 25,40 X 1,20MM POLIDO",1,2169.0,2004.0,-165.0,-0.08233532934131736,2026-01-30,10:08:00,Movimentação,,
813587, PORCA DO FUSO LISA PARA MOTOR SOLAR (MACHO),,137.0,0.0,-137.0,0.0,2026-01-30,12:33:00,Inventário,,
804256,ACABAMENTO PERFIL BARREIRA S/ FURO,1,281.0,147.0,-134.0,-0.9115646258503401,2026-01-30,09:48:00,Inventário,,
801233,"TUBO Ø20,5MM ZINCADO - BARREIRA ARTICULADA CANCELA",115,165.0,70.0,-95.0,-1.3571428571428572,2026-01-30,14:21:00,Inventário,,
603516,ACESSORIOS PARA AUTOMATIZADOR BRUSHLESS DC MOTOR - FONTE DE ALIMENTAÇAO 24V / 10A,17,64.0,0.0,-64.0,0.0,2026-01-30,14:02:00,Inventário,,
804287,ACABAMENTO PERFIL BARREIRA C/ FURO,,156.0,110.0,-46.0,-0.41818181818181815,2026-01-30,09:47:00,Inventário,,
801315,"TUBO ROTATIVO LISO Ø12x8,5x35",1,46.0,10.0,-36.0,-3.6,2026-01-30,10:32:00,Movimentação,,
603519,ACESSORIOS PARA AUTOMATIZADOR BRUSHLESS DC MOTOR - MOLA DE CONTRA-PESO PARA CANCELA 2.5,36,35.0,9.0,-26.0,-2.888888888888889,2026-01-30,14:31:00,Inventário,,
603516,ACESSORIOS PARA AUTOMATIZADOR BRUSHLESS DC MOTOR - FONTE DE ALIMENTAÇAO 24V / 10A,17,64.0,50.0,-14.0,-0.28,2026-01-30,14:48:00,Inventário,,
603518,ACESSORIOS PARA AUTOMATIZADOR BRUSHLESS DC MOTOR - MOLA DE CONTRA-PESO PARA CANCELA 1.2,1,24.0,21.0,-3.0,-0.14285714285714285,2026-01-30,14:26:00,Inventário,,
813548,CHAPA DE FIXAÇÃO DA PIVO ROBÔ - ZINCADO,1,2.0,1.0,-1.0,-1.0,2026-01-30,16:50:00,Inventário,,
813547,BASE DA CHAPA DE FIXAÇÃO DA PIVO ROBÔ - ZINCADO,1,2.0,1.0,-1.0,-1.0,2026-01-30,16:51:00,Inventário,,
501084, GRAXA BRANCA SACHE 15G,104,5184.0,5184.0,0.0,0.0,2026-01-30,12:32:00,Contado,,
813465,"TUBO DE INOX CORTADO PARA SOLAR 1,20M",1,5.0,5.0,0.0,0.0,2026-01-30,14:22:00,Contado,,
813461,"TUBO DE INOX CORTADO PARA PIVO 1,5M",103,142.0,142.0,0.0,0.0,2026-01-30,14:24:00,Contado,,
813460,"TUBO DE INOX CORTADO PARA PIVO 1,0M",1,233.0,233.0,0.0,0.0,2026-01-30,14:25:00,Contado,,
201136,"TRILHO REMOVÍVEL DO CARRINHO DA PORTA SOCIAL -  BRUTO STLF-1196 P5"" 4 Furo",1,47.0,47.0,0.0,0.0,2026-01-30,14:26:00,Contado,,
205016,TUBO EM AÇO COM DIÂMETRO DE 20MM DE AÇO COMUM - SIZE OD*ID (MM) - 20.5*13 ASTM A106 GR.B,1,7887.0,7887.0,0.0,0.0,2026-01-30,14:37:00,Contado,,
401163,PARAFUSO PLASTIC PAN PHS 5 X 12MM ZI (PROD),101,358951.0,358951.0,0.0,0.0,2026-01-30,15:36:00,Contado,,
401007,PARAFUSO 4.8 X 13 A/A PN. PH - ZI,1,284000.0,284000.0,0.0,0.0,2026-01-30,15:51:00,Contado,,
813190,"FUSO P 7.5MM DE 4,0M E 5 ENTRADAS",1,2.0,2.0,0.0,0.0,2026-01-30,16:45:00,Contado,,
603515,ACESSORIOS PARA AUTOMATIZADOR BRUSHLESS DC MOTOR - PAINEL CONTROLADOR,98,53.0,64.0,11.0,0.171875,2026-01-30,14:45:00,Inventário,,
801230,TUBO ROTATIVO LISO Ø12MM ZINCADO - BARREIRA ARTICULADA CANCELA,52,20.0,44.0,24.0,0.5454545454545454,2026-01-30,14:13:00,Inventário,,
402023,ANEL ELÁSTICO E-25 X 12,1,2940.0,3500.0,560.0,0.16,2026-01-30,15:07:00,Inventário,,
401257,PARAFUSO PAN PHS MET RI M5X12 ZB,,51000.0,2500.0,-48500.0,-19.4,2026-01-31,10:50:00,Inventário,,
401115,PARAFUSO MQ UNC SXT RI 1/4 X 1.1/4 - ZI,1,38462.0,29064.0,-9398.0,-0.3233553537021745,2026-01-31,10:50:00,Inventário,,
813275,"FUSO P 7.5MM DE 1,4M E 4 ENTRADAS BV",1,249.0,28.0,-221.0,-7.892857142857143,2026-01-31,09:10:00,Inventário,,
813304,"FUSO P.60 Ø 5/8 DE 1,5M",1,330.0,220.0,-110.0,-0.5,2026-01-31,08:09:00,Inventário,,
813155,"FUSO P 7.5MM DE 3,5M E 6 ENTRADAS",1,81.0,15.0,-66.0,-4.4,2026-01-31,09:33:00,Inventário,,
813044,"FUSO P 7.5MM DE 2,0M E 4 ENTRADAS BV",1,49.0,16.0,-33.0,-2.0625,2026-01-31,09:12:00,Inventário,,
813367,"FUSO P.60 Ø 1/2 DE 2,5M",1,44.0,20.0,-24.0,-1.2,2026-01-31,09:37:00,Inventário,,
813212,"FUSO P 7.5MM DE 1,75M E 4 ENTRADAS BV",83,33.0,18.0,-15.0,-0.8333333333333334,2026-01-31,09:11:00,Inventário,,
813210,FUSO P 7.5MM DE 5M E 6 ENTRADAS,1,18.0,5.0,-13.0,-2.6,2026-01-31,09:36:00,Inventário,,
813194,"FUSO P 7.5MM DE 4,5M E 6 ENTRADAS",1,15.0,3.0,-12.0,-4.0,2026-01-31,09:35:00,Inventário,,
813195,"FUSO P 7.5MM DE 5,5M E 6 ENTRADAS",1,15.0,5.0,-10.0,-2.0,2026-01-31,09:36:00,Contado,,
