CÓD DO PRODUTO,DESCRIÇÃO,CENTRAL,BASE,ENGRENAGEM,ESTATOR E SEM FIM,CAPACITOR,TAMPA,CILINDRO,CONTROLE,Unnamed: 10
2001317,CONJ. MOVIMENTADOR DZ INDUSTRIAL STRONG 2000KG 127V 50-60HZ COM TECLAM C/ CREMALHEIRA 3MT EX,CCMD INDUSTRIAL,ALUMÍNIO IND,NYLON IND COM IMÃ,P80 127V,30UF,PRETA IND,METAL ,COM BORNE,
2001332,CONJ. MOVIMENTADOR TRINO SPEED TURBO PRO 1/4 FREQUENCY INVERTER BIVOLT 50-60HZ BBS C/ CREMALHEIRA 3MT EX,NEW INVERTER,ALUMIN C/ENCODER,NYLON 1 ENT COM IMÃ,P24 110V TRIF 1 ENT,NÃO USA,CINZA C/ VENEZIANA,METAL ,COM BORNE,
2001310,CONJ. MOVIMENTADOR DZ INDUSTRIAL STRONG 1500KG 220V 50-60HZ SEM CREMALHEIRA EX,CCMD INDUSTRIAL,ALUMÍNIO IND,NYLON IND COM IMÃ,P60 220V,20UF,PRETA IND,METAL ,COM BORNE,
2006113,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 SPEED 127V 50-60HZ SEM CREMALH. C. B. ALUMÍNIO,FLEX,B. ALUM C/ ENCODER,ZAMAC 2 ENT COM IMÃ,P33 127V 2 ENT / AÇO,50UF,CINZA C/ VENEZIANA,METAL,COM BORNE,
2001333,CONJ. MOVIMENTADOR TRINO 500 127V 50-60HZ - CONDOMINIAL 100 SEM CREMALHEIRA,FLEX,SEM ENCODER,NYLON 1 ENT SEM IMÃ,P28 127V 1 ENT  ALUMINIO,30UF,PRETA,METAL,COM BORNE,
2001334,CONJ. MOVIMENTADOR TRINO 900 127V 50-60HZ - CONDOMINIAL 100 SEM CREMALHEIRA,FLEX,COM ENCODER,ZAMAC 1 ENT COM IMÃ,P45 127V 1 ENT AÇO,50UF,PRETA C/VENEZIANA,METAL,COM BORNE,
2001335,CONJ. MOVIMENTADOR TRINO SPEED TURBO PRO LIGHT FREQUENCY INVERTER BIVOLT 50-60HZ SEM CREMALHEIRA,NEW INVERTER,COM ENCODER,NYLON 1 ENT COM IMÃ,P17 110V 3F  1 ENT AÇO,NÃO USA,CINZA,PLÁSTICO,COM BORNE,
2006038,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 700 220V 50-60HZ C/ CREMALHEIRA 3MT EX,IZZY,COM ENCODER,ZAMAC 1 ENT COM IMÃ,P33 220V 50HZ 1 ENT AÇO,15 UF,GRAFITE,METAL,COM BORNE,
2006039,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 900 220V 50-60HZ C/ CREMALHEIRA 3MT EX,IZZY,COM ENCODER,ZAMAC 1 ENT COM IMÃ,P45 220V 50-60HZ 1 ENT AÇO ,15 UF,GRAFITE,METAL ,COM BORNE,
2006033,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 SPEED 220V 50-60HZ C/ CREMALHEIRA 3MT EX,IZZY,COM ENCODER,ZAMAC 2 ENT COM IMÃ,P45 220V 50-60HZ 2 ENT AÇO ,20UF,BRANCA C/ VENEZIANA,METAL ,COM BORNE,
2006114,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 SPEED 220V 50-60HZ SEM CREMALH. C. B. ALUMÍNIO,IZZY,B. ALUM C/ ENCODER,ZAMAC 2ENT COMIMÃ,P33 220V 60HZ 2 ENT (AÇO),20,BRANCA,METAL ,COM BORNE,
2006118,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 SPEED 220V 50-60HZ SEM CREMALHEIRA COM B. ALUMINIUM,IZZY,B. ALUM C/ ENCODER,ZAMAC 2ENT COMIMÃ,P45 220V 60HZ 2 ENT (AÇO),20,GRAFITE COM VENEZIANA,METAL ,COM BORNE,
2006116,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 127V 50-60HZ SEM CREMALHEIRA COM B. ALUMINIUM,IZZY,B. ALUM C/ ENCODER,NYLON 1 ENT COM IMÃ,P28 220V 60HZ 1 ENT,30 UF,CINZA,METAL ,COM BORNE,
2006110,CONJ. MOVIMENTADOR INTELIGENTE - IZZY DZ INDUSTRIAL STRONG 1000KG 220V 50-60HZ SEM CREMALHEIRA,IZZY IND.,ALUMIN IND,NYLON IND COM IMÃ,P45 220V 1 ENT AÇO INDUSTRIAL,30UF,PRETA INDUSTRIAL,METAL INDUSTRIAL,COM BORNE,
2006136,CONJ. MOVIMENTADOR INTELIGENTE - IZZY DZ INDUSTRIAL STRONG 2000KG 127V 50-60HZ SEM CREMALHEIRA,IZZY IND.,ALUMIN IND,NYLON IND COM IMÃ,P80 127V 1 ENT AÇO INDUSTRIAL,30UF,PRETA INDUSTRIAL,METAL INDUSTRIAL,COM BORNE,
2006134,CONJ. MOVIMENTADOR INTELIGENTE - IZZY DZ INDUSTRIAL STRONG 1000KG 127V 50-60HZ SEM CREMALHEIRA,IZZY IND.,ALUMIN IND,NYLON IND COM IMÃ,P45 127V 1 ENT AÇO INDUSTRIAL,50UF,PRETA INDUSTRIAL,METAL INDUSTRIAL,COM BORNE,
2006138,CONJ. MOVIMENTADOR INTELIGENTE - IZZY DZ INDUSTRIAL STRONG 1000KG 127V 50-60HZ C/ CREMALHEIRA 3MT EX,IZZY IND.,ALUMIN IND,NYLON IND COM IMÃ,P45 127V 1 ENT AÇO INDUSTRIAL,50UF,PRETA INDUSTRIAL,METAL INDUSTRIAL,COM BORNE,
2006143,CONJ. MOVIMENTADOR INTELIGENTE - IZZY SPEED TURBO PRO 1/2 FREQUENCY INVERTER 50-60HZ B. ALUMI S. CRE,NEW INVERTER,ALUMIN C/ENCODER,NYLON 1 ENT COM IMÃ,P39 110V TRIF 1 ENT,NÃO USA,CINZA C/ VENEZIANA,METAL,COM BORNE,
2006111,CONJ. MOVIMENTADOR INTELIGENTE - IZZY DZ INDUSTRIAL STRONG 1500KG 220V 50-60HZ SEM CREMALHEIRA,IZZY IND.,ALUMIN IND,NYLON IND COM IMÃ,P60 220V 1 ENT AÇO INDUSTRIAL,20UF,PRETA INDUSTRIAL,METAL INDUSTRIAL,COM BORNE,
2001308,CONJ. MOVIMENTADOR DZ BRABUS SPEED 500 B. ALUMINIUM 220V 50-60HZ BBS C/ CREMALHEIRA 3MT EX,BRABUS,ALUMIN C/ENCODER,NYLON 1 ENT COM IMÃ,P28 220V 2 POLLOS 1 ENTRADA AÇO,20UF,CINZA C/VENEZIANA,METAL,COM BORNE,
,,,,,,,,,N,
2006144,CONJ. MOVIMENTADOR INTELIGENTE - IZZY SPEED TURBO PRO 1/4 FREQUENCY INVERTER BIVOLT 50-60HZ B. ALUMI,INVERSORA,ALUMIN C/ENCODER,NYLON 1 ENT COM IMÃ,P24 TRIFÁSICO,NÃO USA,CINZA C/VENEZIANA,METAL ,COM BORNE,
2006135,CONJ. MOVIMENTADOR INTELIGENTE - IZZY DZ INDUSTRIAL STRONG 1500KG 127V 50-60HZ SEM CREMALHEIRA,IZZY IND.,ALUMIN IND,NYLON IND COM IMÃ,P60 127V 1 ENT AÇO INDUSTRIAL,30UF,PRETA INDUSTRIAL,METAL INDUSTRIAL,COM BORNE,
2001346,CONJ. MOVIMENTADOR TRINO 300 220V Light 50-60HZ S/ IMÃ S/CONTROLE S/ CREMALHEIRA,LIGHT,SEM ENCODER,NYLON 1 ENT SEM IMÃ,P17 220V 50-60HZ 1 ENT ALUM,12UF,PRETA,PLÁSTICO,COM BORNE,
2001344,CONJ. MOVIMENTADOR TRINO 300 127V Light 50-60HZ LOG,LIGHT,SEM ENCODER,NYLON 1 ENT SEM IMÃ,P17 127V 1 ENT ,30UF,PRETA,PLASTICO,COM BORNE,
2001345,CONJ. MOVIMENTADOR TRINO 300 220V Light 50-60HZ LOG,LIGHT,SEM ENCODER,NYLON 1 ENT SEM IMÃ,P17 220V 1 ENT ,12UF,PRETA,PLASTICO,COM BORNE,
2006149,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 127V 50-60HZ LOG,IZZY,COM ENCODER,NYLON 1 ENT COM IMÃ,P17 127V 1 ENT ,30UF,GRAFITE,PLASTICO,COM BORNE,
2001273,CONJ. MOVIMENTADOR DZ BRABUS SPEED 500 B. ALUMINIUM 220V 50-60HZ SEM CREMALH. EX,FZ BRABUS,B. ALUM COM ENCODER,NYLON 1 ENT COM IMÃ,P28 2 POLOS 220V 1 ENT AÇO,20UF,PRETA COM VENEZIANA,METAL ,COM BORNE,
2001201,CONJ. MOVIMENTADOR TRINO 700 220V 50-60HZ SEM CREMALHEIRA COM B. ALUMINIUM EX,FLEX,B. ALUM COM ENCODER,ZAMAC 1 ENT COM IMÃ,P33 220V 1 ENT AÇO 50HZ,12UF,PRETA,METAL ,COM BORNE,
2001199,CONJ. MOVIMENTADOR TRINO 500 SPEED 220V 50-60HZ SEM CREMALHEIRA COM B. ALUMINIUM EX,FLEX,B. ALUM COM ENCODER,ZAMAC 2 ENT COM IMÃ,P45 220V 2 ENT AÇO 50HZ,20UF,CINZA COM VENEZIANA,METAL ,COM BORNE,
2001249,CONJ. MOVIMENTADOR TRINO SPEED TURBO PRO 1/4 FREQUENCY INVERTER BIVOLT 50-60HZ ALUMINIUM-SEM CREM EX,INVERSORA,B. ALUM COM ENCODER,NYLON 1 ENT COM IMÃ BRANCA,P24 TRIFÁSICO 1 ENT AÇO,NÃO USA,CINZA COM VENEZIANA,METAL ,COM BORNE,
2006150,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ S/ IMÃ S/ CONTROLE S/ CREMALHE,IZZY,COM ENCODER,NYLON 1 EN COM IMÃ,P17 220V 1 ENT ,12 UF,GRAFITE,PLASTICO,COM BORNE,
2006148,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 300 220V 50-60HZ LOG,IZZY,COM ENCODER,NYLON 1 ENT COM IMÃ,P17 220V 1 ENT ,12 UF,GRAFITE,PLASTICO,COM BORNE,
2006137,CONJ. MOVIMENTADOR INTELIGENTE - IZZY DZ INDUSTRIAL STRONG 2000KG 127V 50-60HZ C/ CREMALHEIRA 3MT TE,IZZY,COM ENCODER,NYLON INDUSTRIAL,P80 127V 1 ENT,30UF,INDUSTRIAL COM VENEZIANA,METAL ,COM BORNE,
2006153,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 127V 50-60HZ SEM CREMALHEIRA COM B. ALUMINIUM EX,IZZY,COM ENCODER,NYLON 1 ENT C/ IMÃ,P28 127V 1 EN,30 UF,GRAFITE,METAL ,COM BORNE,
2006155,CONJ. MOVIMENTADOR INTELIGENTE - IZZY DZ INDUSTRIAL STRONG 1000KG 127V 50-60HZ SEM CREMALHEIRA EX,IZZY IND.,COM ENCODER,NYLON IND COM IMÃ,P45 127V 1 ENT AÇO INDUSTRIAL,50UF,PRETA INDUSTRIAL,METAL,COM BORNE,
2001309,CONJ. MOVIMENTADOR DZ INDUSTRIAL STRONG 1000KG 220V 50-60HZ SEM CREMALHEIRA EX,CCMD IND,COM ENCODER,NYLON IND COM IMÃ,P45 220V 1 ENT AÇO INDUSTRIAL,20UF,PRETA INDUSTRIAL,METAL,COM BORNE,
2001348,CONJ. MOVIMENTADOR TRINO SPEED TURBO PRO BBS 1/2 FREQUENCY INVERTER BIVOLT 50-60HZ B ALUMINIUN COM C,INVERSORA,B. ALUM COM ENCODER,NYLON 1 ENT COM IMÃ BRANCA,P39 TRIFÁSICO 1 ENT AÇO,NÃO USA,CINZA COM VENEZIANA,METAL ,COM BORNE,
2009011,CONJ. MOVIMENTADOR INTELIGENTE - IZZY PIVO ROBÔ STRONG 220V 50-60HZ,IZZY IND.,COM ENCODER,EIXO DO PIVO ROBÔ,P45 6 POLOS 220V IND,20 UF,PRETA INDUSTRIAL,METAL,COM BORNE,
2009006,CONJ. MOVIMENTADOR PIVO ROBÔ STRONG 127V 50-60HZ,CCMD IND,COM ENCODER,EIXO DO PIVO ROBÔ,P45 6 POLOS 127V IND,50 UF,PRETA INDUSTRIAL,METAL,COM BORNE,
2009007,CONJ. MOVIMENTADOR PIVO ROBÔ STRONG 220V 50-60HZ,CCMD IND,COM ENCODER,EIXO DO PIVO ROBÔ,P45 6 POLOS 220V IND,12 UF,PRETA INDUSTRIAL,METAL,COM BORNE,
2005039,CONJ. MOVIMENTADOR P/ PORTA DE ENROLAR AC500 - 220V SEM TESTEIRA,,,,,,,,,
2005041,CONJ. MOVIMENTADOR P/ PORTA DE ENROLAR AC700 - 220V SEM TESTEIRA,,,,,,,,,
2005040,CONJ. MOVIMENTADOR P/ PORTA DE ENROLAR AC600 - 220V SEM TESTEIRA,,,,,,,,,
2005036,CONJ. MOVIMENTADOR P/ PORTA DE ENROLAR AC200 - 220V SEM TESTEIRA,,,,,,,,,
2005049,CONJ. MOVIMENTADOR P/ PORTA DE ENROLAR AC1500 - 220V TRIFASICO SEM TESTEIRA,,,,,,,,,
2005038,CONJ. MOVIMENTADOR P/ PORTA DE ENROLAR AC400 - 220V SEM TESTEIRA,,,,,,,,,
2005037,CONJ. MOVIMENTADOR P/ PORTA DE ENROLAR AC300 - 220V SEM TESTEIRA,,,,,,,,,
2006156,CONJ. MOVIMENTADOR INTELIGENTE DZ INDUSTRIAL IZZY STRONG 1500 KG 220V 50-60 HZ COM CREMALHEIRA 3MT EX,IZZY IND.,COM ENCODER,NYLON IND COM IMÃ,P60 220V 1 ENT AÇO INDUSTRIAL,20UF,PRETA INDUSTRIAL,METAL,COM BORNE,
2001347,CONJ. MOVIMENTADOR DZ BRABUS SPEED 700 B. ALUMINIUM 220V 50-60HZ BBS C/ CREMALHEIRA 3MT EX,FZ BRABUS,B. ALUM COM ENCODER,NYLON 1 ENT COM IMÃ,P39 2 POLOS 220V 1 ENT AÇO,20 UF,PRETA COM VENEZIANA,METAL,COM BORNE,
2006151,CONJ. MOVIMENTADOR INTELIGENTE - IZZY 500 127V 50-60HZ C/ CREMALHEIRA 3MT DOOR LINE AUTOMATIC EX,IZZY,NYLON COM ENCODER,NYLON 1 ENT COM IMÃ,P28 127V 1 ENT ALUM,30 UF,GRAFITE,METAL ,COM BORNE,
